ranking_year,institute_id,institute_name,state,city,calendar_year,category,sub_category,value,unit
2024,IR-O-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2022,Patents,Number of Patents Published,75,value in Absolute Number
2024,IR-O-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2021,Patents,Number of Patents Published,37,value in Absolute Number
2024,IR-O-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2020,Patents,Number of Patents Published,18,value in Absolute Number
2024,IR-O-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2022,Patents,Number of Patents Granted,17,value in Absolute Number
2024,IR-O-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2021,Patents,Number of Patents Granted,40,value in Absolute Number
2024,IR-O-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2020,Patents,Number of Patents Granted,17,value in Absolute Number
2024,IR-O-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2022,Patents,Number of Patents Published,18,value in Absolute Number
2024,IR-O-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2021,Patents,Number of Patents Published,15,value in Absolute Number
2024,IR-O-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2020,Patents,Number of Patents Published,11,value in Absolute Number
2024,IR-O-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2022,Patents,Number of Patents Granted,9,value in Absolute Number
2024,IR-O-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2021,Patents,Number of Patents Granted,7,value in Absolute Number
2024,IR-O-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2020,Patents,Number of Patents Granted,8,value in Absolute Number
2024,IR-O-U-0447,Bharathiar University,Tamil Nadu,Coimbatore,2022,Patents,Number of Patents Published,2,value in Absolute Number
2024,IR-O-U-0447,Bharathiar University,Tamil Nadu,Coimbatore,2021,Patents,Number of Patents Published,2,value in Absolute Number
2024,IR-O-U-0447,Bharathiar University,Tamil Nadu,Coimbatore,2020,Patents,Number of Patents Published,1,value in Absolute Number
2024,IR-O-U-0447,Bharathiar University,Tamil Nadu,Coimbatore,2022,Patents,Number of Patents Granted,4,value in Absolute Number
2024,IR-O-U-0447,Bharathiar University,Tamil Nadu,Coimbatore,2021,Patents,Number of Patents Granted,3,value in Absolute Number
2024,IR-O-U-0447,Bharathiar University,Tamil Nadu,Coimbatore,2020,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-O-U-0025,National Institute of Technology Warangal,,Warangal,2022,Patents,Number of Patents Published,10,value in Absolute Number
2024,IR-O-U-0025,National Institute of Technology Warangal,,Warangal,2021,Patents,Number of Patents Published,10,value in Absolute Number
2024,IR-O-U-0025,National Institute of Technology Warangal,,Warangal,2020,Patents,Number of Patents Published,7,value in Absolute Number
2024,IR-O-U-0025,National Institute of Technology Warangal,,Warangal,2022,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-O-U-0025,National Institute of Technology Warangal,,Warangal,2021,Patents,Number of Patents Granted,17,value in Absolute Number
2024,IR-O-U-0025,National Institute of Technology Warangal,,Warangal,2020,Patents,Number of Patents Granted,8,value in Absolute Number
2024,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2022,Patents,Number of Patents Published,31,value in Absolute Number
2024,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2021,Patents,Number of Patents Published,48,value in Absolute Number
2024,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2020,Patents,Number of Patents Published,43,value in Absolute Number
2024,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2022,Patents,Number of Patents Granted,7,value in Absolute Number
2024,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2021,Patents,Number of Patents Granted,6,value in Absolute Number
2024,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2020,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-O-U-0470,Presidency University,,Kolkata,2022,Patents,Number of Patents Published,9,value in Absolute Number
2024,IR-O-U-0470,Presidency University,,Kolkata,2021,Patents,Number of Patents Published,5,value in Absolute Number
2024,IR-O-U-0470,Presidency University,,Kolkata,2020,Patents,Number of Patents Published,3,value in Absolute Number
2024,IR-O-U-0470,Presidency University,,Kolkata,2022,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-O-U-0470,Presidency University,,Kolkata,2021,Patents,Number of Patents Granted,1,value in Absolute Number
2024,IR-O-U-0470,Presidency University,,Kolkata,2020,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-O-U-0107,Jamia Hamdard,,New Delhi,2022,Patents,Number of Patents Published,5,value in Absolute Number
2024,IR-O-U-0107,Jamia Hamdard,,New Delhi,2021,Patents,Number of Patents Published,5,value in Absolute Number
2024,IR-O-U-0107,Jamia Hamdard,,New Delhi,2020,Patents,Number of Patents Published,4,value in Absolute Number
2024,IR-O-U-0107,Jamia Hamdard,,New Delhi,2022,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-O-U-0107,Jamia Hamdard,,New Delhi,2021,Patents,Number of Patents Granted,1,value in Absolute Number
2024,IR-O-U-0107,Jamia Hamdard,,New Delhi,2020,Patents,Number of Patents Granted,3,value in Absolute Number
2024,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Odisha,Bhubaneswar,2022,Patents,Number of Patents Published,7,value in Absolute Number
2024,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Odisha,Bhubaneswar,2021,Patents,Number of Patents Published,4,value in Absolute Number
2024,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Odisha,Bhubaneswar,2020,Patents,Number of Patents Published,3,value in Absolute Number
2024,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Odisha,Bhubaneswar,2022,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Odisha,Bhubaneswar,2021,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Odisha,Bhubaneswar,2020,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-E-U-0878,Indian Institute of Technology Palakkad,Kerala,Palakkad,2022,Patents,Number of Patents Published,2,value in Absolute Number
2024,IR-E-U-0878,Indian Institute of Technology Palakkad,Kerala,Palakkad,2021,Patents,Number of Patents Published,2,value in Absolute Number
2024,IR-E-U-0878,Indian Institute of Technology Palakkad,Kerala,Palakkad,2020,Patents,Number of Patents Published,0,value in Absolute Number
2024,IR-E-U-0878,Indian Institute of Technology Palakkad,Kerala,Palakkad,2022,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-E-U-0878,Indian Institute of Technology Palakkad,Kerala,Palakkad,2021,Patents,Number of Patents Granted,1,value in Absolute Number
2024,IR-E-U-0878,Indian Institute of Technology Palakkad,Kerala,Palakkad,2020,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-E-U-0844,Indian Institute of Technology Tirupati,Andhra Pradesh,Tirupati,2022,Patents,Number of Patents Published,1,value in Absolute Number
2024,IR-E-U-0844,Indian Institute of Technology Tirupati,Andhra Pradesh,Tirupati,2021,Patents,Number of Patents Published,3,value in Absolute Number
2024,IR-E-U-0844,Indian Institute of Technology Tirupati,Andhra Pradesh,Tirupati,2020,Patents,Number of Patents Published,0,value in Absolute Number
2024,IR-E-U-0844,Indian Institute of Technology Tirupati,Andhra Pradesh,Tirupati,2022,Patents,Number of Patents Granted,1,value in Absolute Number
2024,IR-E-U-0844,Indian Institute of Technology Tirupati,Andhra Pradesh,Tirupati,2021,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-E-U-0844,Indian Institute of Technology Tirupati,Andhra Pradesh,Tirupati,2020,Patents,Number of Patents Granted,1,value in Absolute Number
2024,IR-E-U-0490,Vellore Institute of Technology University,Tamil Nadu,Vellore,2022,Patents,Number of Patents Published,76,value in Absolute Number
2024,IR-E-U-0490,Vellore Institute of Technology University,Tamil Nadu,Vellore,2021,Patents,Number of Patents Published,117,value in Absolute Number
2024,IR-E-U-0490,Vellore Institute of Technology University,Tamil Nadu,Vellore,2020,Patents,Number of Patents Published,140,value in Absolute Number
2024,IR-E-U-0490,Vellore Institute of Technology University,Tamil Nadu,Vellore,2022,Patents,Number of Patents Granted,12,value in Absolute Number
2024,IR-E-U-0490,Vellore Institute of Technology University,Tamil Nadu,Vellore,2021,Patents,Number of Patents Granted,18,value in Absolute Number
2024,IR-E-U-0490,Vellore Institute of Technology University,Tamil Nadu,Vellore,2020,Patents,Number of Patents Granted,9,value in Absolute Number
2024,IR-P-U-0443,Annamalai University,Tamil Nadu,Chidambaram,2022,Patents,Number of Patents Published,6,value in Absolute Number
2024,IR-P-U-0443,Annamalai University,Tamil Nadu,Chidambaram,2021,Patents,Number of Patents Published,0,value in Absolute Number
2024,IR-P-U-0443,Annamalai University,Tamil Nadu,Chidambaram,2020,Patents,Number of Patents Published,0,value in Absolute Number
2024,IR-P-U-0443,Annamalai University,Tamil Nadu,Chidambaram,2022,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-P-U-0443,Annamalai University,Tamil Nadu,Chidambaram,2021,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-P-U-0443,Annamalai University,Tamil Nadu,Chidambaram,2020,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-O-U-0373,Chitkara University,,Chandigarh,2022,Patents,Number of Patents Published,381,value in Absolute Number
2024,IR-O-U-0373,Chitkara University,,Chandigarh,2021,Patents,Number of Patents Published,109,value in Absolute Number
2024,IR-O-U-0373,Chitkara University,,Chandigarh,2020,Patents,Number of Patents Published,50,value in Absolute Number
2024,IR-O-U-0373,Chitkara University,,Chandigarh,2022,Patents,Number of Patents Granted,193,value in Absolute Number
2024,IR-O-U-0373,Chitkara University,,Chandigarh,2021,Patents,Number of Patents Granted,81,value in Absolute Number
2024,IR-O-U-0373,Chitkara University,,Chandigarh,2020,Patents,Number of Patents Granted,19,value in Absolute Number
2024,IR-E-U-0357,National Institute of Technology Rourkela,,Rourkela,2022,Patents,Number of Patents Published,11,value in Absolute Number
2024,IR-E-U-0357,National Institute of Technology Rourkela,,Rourkela,2021,Patents,Number of Patents Published,9,value in Absolute Number
2024,IR-E-U-0357,National Institute of Technology Rourkela,,Rourkela,2020,Patents,Number of Patents Published,17,value in Absolute Number
2024,IR-E-U-0357,National Institute of Technology Rourkela,,Rourkela,2022,Patents,Number of Patents Granted,8,value in Absolute Number
2024,IR-E-U-0357,National Institute of Technology Rourkela,,Rourkela,2021,Patents,Number of Patents Granted,5,value in Absolute Number
2024,IR-E-U-0357,National Institute of Technology Rourkela,,Rourkela,2020,Patents,Number of Patents Granted,4,value in Absolute Number
2024,IR-E-U-0410,Malaviya National Institute of Technology Jaipur,,Jaipur,2022,Patents,Number of Patents Published,7,value in Absolute Number
2024,IR-E-U-0410,Malaviya National Institute of Technology Jaipur,,Jaipur,2021,Patents,Number of Patents Published,4,value in Absolute Number
2024,IR-E-U-0410,Malaviya National Institute of Technology Jaipur,,Jaipur,2020,Patents,Number of Patents Published,4,value in Absolute Number
2024,IR-E-U-0410,Malaviya National Institute of Technology Jaipur,,Jaipur,2022,Patents,Number of Patents Granted,7,value in Absolute Number
2024,IR-E-U-0410,Malaviya National Institute of Technology Jaipur,,Jaipur,2021,Patents,Number of Patents Granted,6,value in Absolute Number
2024,IR-E-U-0410,Malaviya National Institute of Technology Jaipur,,Jaipur,2020,Patents,Number of Patents Granted,0,value in Absolute Number
2024,IR-E-U-0467,National Institute of Technology Tiruchirappalli,,Tiruchchirappalli,2022,Patents,Number of Patents Published,15,value in Absolute Number
2024,IR-E-U-0467,National Institute of Technology Tiruchirappalli,,Tiruchchirappalli,2021,Patents,Number of Patents Published,12,value in Absolute Number
2024,IR-E-U-0467,National Institute of Technology Tiruchirappalli,,Tiruchchirappalli,2020,Patents,Number of Patents Published,4,value in Absolute Number
2024,IR-E-U-0467,National Institute of Technology Tiruchirappalli,,Tiruchchirappalli,2022,Patents,Number of Patents Granted,15,value in Absolute Number
2024,IR-E-U-0467,National Institute of Technology Tiruchirappalli,,Tiruchchirappalli,2021,Patents,Number of Patents Granted,11,value in Absolute Number
2024,IR-E-U-0467,National Institute of Technology Tiruchirappalli,,Tiruchchirappalli,2020,Patents,Number of Patents Granted,3,value in Absolute Number
2024,IR-O-U-0223,Jain University,,Bengaluru,2022,Patents,Number of Patents Published,704,value in Absolute Number
2024,IR-O-U-0223,Jain University,,Bengaluru,2021,Patents,Number of Patents Published,70,value in Absolute Number
2024,IR-O-U-0223,Jain University,,Bengaluru,2020,Patents,Number of Patents Published,11,value in Absolute Number
2024,IR-O-U-0223,Jain University,,Bengaluru,2022,Patents,Number of Patents Granted,8,value in Absolute Number
2024,IR-O-U-0223,Jain University,,Bengaluru,2021,Patents,Number of Patents Granted,9,value in Absolute Number
2024,IR-O-U-0223,Jain University,,Bengaluru,2020,Patents,Number of Patents Granted,1,value in Absolute Number
2024,IR-E-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2022,Patents,Number of Patents Published,18,value in Absolute Number
2024,IR-E-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2021,Patents,Number of Patents Published,15,value in Absolute Number
2024,IR-E-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2020,Patents,Number of Patents Published,11,value in Absolute Number
2024,IR-E-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2022,Patents,Number of Patents Granted,9,value in Absolute Number
2024,IR-E-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2021,Patents,Number of Patents Granted,7,value in Absolute Number
2024,IR-E-U-0237,National Institute of Technology Karnataka,Karnataka,Mangaluru,2020,Patents,Number of Patents Granted,8,value in Absolute Number
2024,IR-E-U-0025,National Institute of Technology Warangal,,Warangal,2022,Patents,Number of Patents Published,10,value in Absolute Number
2024,IR-E-U-0025,National Institute of Technology Warangal,,Warangal,2021,Patents,Number of Patents Published,10,value in Absolute Number
2024,IR-E-U-0025,National Institute of Technology Warangal,,Warangal,2020,Patents,Number of Patents Published,7,value in Absolute Number
2024,IR-E-U-0025,National Institute of Technology Warangal,,Warangal,2022,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-E-U-0025,National Institute of Technology Warangal,,Warangal,2021,Patents,Number of Patents Granted,17,value in Absolute Number
2024,IR-E-U-0025,National Institute of Technology Warangal,,Warangal,2020,Patents,Number of Patents Granted,8,value in Absolute Number
2024,IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,,Chennai,2022,Patents,Number of Patents Published,43,value in Absolute Number
2024,IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,,Chennai,2021,Patents,Number of Patents Published,54,value in Absolute Number
2024,IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,,Chennai,2020,Patents,Number of Patents Published,5,value in Absolute Number
2024,IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,,Chennai,2022,Patents,Number of Patents Granted,13,value in Absolute Number
2024,IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,,Chennai,2021,Patents,Number of Patents Granted,7,value in Absolute Number
2024,IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,,Chennai,2020,Patents,Number of Patents Granted,5,value in Absolute Number
2024,IR-E-U-0202,"Birla Institute of Technology, Mesra",,Ranchi,2022,Patents,Number of Patents Published,11,value in Absolute Number
2024,IR-E-U-0202,"Birla Institute of Technology, Mesra",,Ranchi,2021,Patents,Number of Patents Published,11,value in Absolute Number
2024,IR-E-U-0202,"Birla Institute of Technology, Mesra",,Ranchi,2020,Patents,Number of Patents Published,0,value in Absolute Number
2024,IR-E-U-0202,"Birla Institute of Technology, Mesra",,Ranchi,2022,Patents,Number of Patents Granted,4,value in Absolute Number
2024,IR-E-U-0202,"Birla Institute of Technology, Mesra",,Ranchi,2021,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-E-U-0202,"Birla Institute of Technology, Mesra",,Ranchi,2020,Patents,Number of Patents Granted,5,value in Absolute Number
2024,IR-M-U-0643,Galgotias University,,Greater Noida,2022,Patents,Number of Patents Published,99,value in Absolute Number
2024,IR-M-U-0643,Galgotias University,,Greater Noida,2021,Patents,Number of Patents Published,60,value in Absolute Number
2024,IR-M-U-0643,Galgotias University,,Greater Noida,2020,Patents,Number of Patents Published,78,value in Absolute Number
2024,IR-M-U-0643,Galgotias University,,Greater Noida,2022,Patents,Number of Patents Granted,17,value in Absolute Number
2024,IR-M-U-0643,Galgotias University,,Greater Noida,2021,Patents,Number of Patents Granted,28,value in Absolute Number
2024,IR-M-U-0643,Galgotias University,,Greater Noida,2020,Patents,Number of Patents Granted,14,value in Absolute Number
2024,IR-O-I-1441,Saveetha University,Tamil Nadu,Chennai,2022,Patents,Number of Patents Published,252,value in Absolute Number
2024,IR-O-I-1441,Saveetha University,Tamil Nadu,Chennai,2021,Patents,Number of Patents Published,162,value in Absolute Number
2024,IR-O-I-1441,Saveetha University,Tamil Nadu,Chennai,2020,Patents,Number of Patents Published,41,value in Absolute Number
2024,IR-O-I-1441,Saveetha University,Tamil Nadu,Chennai,2022,Patents,Number of Patents Granted,7,value in Absolute Number
2024,IR-O-I-1441,Saveetha University,Tamil Nadu,Chennai,2021,Patents,Number of Patents Granted,13,value in Absolute Number
2024,IR-O-I-1441,Saveetha University,Tamil Nadu,Chennai,2020,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-D-U-0500,Institute of Medical Sciences,,Varanasi,2022,Patents,Number of Patents Published,6,value in Absolute Number
2024,IR-D-U-0500,Institute of Medical Sciences,,Varanasi,2021,Patents,Number of Patents Published,1,value in Absolute Number
2024,IR-D-U-0500,Institute of Medical Sciences,,Varanasi,2020,Patents,Number of Patents Published,9,value in Absolute Number
2024,IR-D-U-0500,Institute of Medical Sciences,,Varanasi,2022,Patents,Number of Patents Granted,4,value in Absolute Number
2024,IR-D-U-0500,Institute of Medical Sciences,,Varanasi,2021,Patents,Number of Patents Granted,3,value in Absolute Number
2024,IR-D-U-0500,Institute of Medical Sciences,,Varanasi,2020,Patents,Number of Patents Granted,2,value in Absolute Number
2024,IR-O-U-0356,KIIT University,,Bhubaneswar,2022,Patents,Number of Patents Published,100,value in Absolute Number
2024,IR-O-U-0356,KIIT University,,Bhubaneswar,2021,Patents,Number of Patents Published,59,value in Absolute Number
2024,IR-O-U-0356,KIIT University,,Bhubaneswar,2020,Patents,Number of Patents Published,51,value in Absolute Number
2024,IR-O-U-0356,KIIT University,,Bhubaneswar,2022,Patents,Number of Patents Granted,34,value in Absolute Number
2024,IR-O-U-0356,KIIT University,,Bhubaneswar,2021,Patents,Number of Patents Granted,53,value in Absolute Number
2024,IR-O-U-0356,KIIT University,,Bhubaneswar,2020,Patents,Number of Patents Granted,10,value in Absolute Number
2024,IR-E-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2022,Patents,Number of Patents Published,75,value in Absolute Number
2024,IR-E-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2021,Patents,Number of Patents Published,37,value in Absolute Number
2024,IR-E-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2020,Patents,Number of Patents Published,18,value in Absolute Number
2024,IR-E-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2022,Patents,Number of Patents Granted,17,value in Absolute Number
2024,IR-E-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2021,Patents,Number of Patents Granted,40,value in Absolute Number
2024,IR-E-I-1480,Thapar Institute of Engineering & Technology,,Patiāla,2020,Patents,Number of Patents Granted,17,value in Absolute Number
2024,IR-P-U-0011,GITAM University,Andhra Pradesh,Visakhapatnam,2022,Patents,Number of Patents Published,122,value in Absolute Number
2024,IR-P-U-0011,GITAM University,Andhra Pradesh,Visakhapatnam,2021,Patents,Number of Patents Published,56,value in Absolute Number
2024,IR-P-U-0011,GITAM University,Andhra Pradesh,Visakhapatnam,2020,Patents,Number of Patents Published,48,value in Absolute Number
2024,IR-P-U-0011,GITAM University,Andhra Pradesh,Visakhapatnam,2022,Patents,Number of Patents Granted,4,value in Absolute Number
2024,IR-P-U-0011,GITAM University,Andhra Pradesh,Visakhapatnam,2021,Patents,Number of Patents Granted,11,value in Absolute Number
2024,IR-P-U-0011,GITAM University,Andhra Pradesh,Visakhapatnam,2020,Patents,Number of Patents Granted,7,value in Absolute Number
2024,IR-P-U-0513,GLA University,,Mathura,2022,Patents,Number of Patents Published,125,value in Absolute Number
2024,IR-P-U-0513,GLA University,,Mathura,2021,Patents,Number of Patents Published,127,value in Absolute Number
2024,IR-P-U-0513,GLA University,,Mathura,2020,Patents,Number of Patents Published,94,value in Absolute Number
2024,IR-P-U-0513,GLA University,,Mathura,2022,Patents,Number of Patents Granted,10,value in Absolute Number
2024,IR-P-U-0513,GLA University,,Mathura,2021,Patents,Number of Patents Granted,16,value in Absolute Number
2024,IR-P-U-0513,GLA University,,Mathura,2020,Patents,Number of Patents Granted,4,value in Absolute Number
2024,IR-O-U-0476,SASTRA University,,Thanjavur,2022,Patents,Number of Patents Published,11,value in Absolute Number
2024,IR-O-U-0476,SASTRA University,,Thanjavur,2021,Patents,Number of Patents Published,4,value in Absolute Number
2024,IR-O-U-0476,SASTRA University,,Thanjavur,2020,Patents,Number of Patents Published,9,value in Absolute Number
2024,IR-O-U-0476,SASTRA University,,Thanjavur,2022,Patents,Number of Patents Granted,5,value in Absolute Number
2024,IR-O-U-0476,SASTRA University,,Thanjavur,2021,Patents,Number of Patents Granted,8,value in Absolute Number
2024,IR-O-U-0476,SASTRA University,,Thanjavur,2020,Patents,Number of Patents Granted,2,value in Absolute Number
