institute_id,institute_name,city,state,score,rank,ranking_category,nirf_year
IR-C-C-35860,St. Joseph's College,Tiruchirappalli,Tamil Nadu,54.7,39,College,2019
IR-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu,54.65,40,College,2019
IR-C-C-6357,Shyam Lal College,Delhi,Delhi,54.52,41,College,2019
IR-C-C-35416,Rajiv Gandhi Institute of Information Technology and Biotechnology,Pune,Maharashtra,54.14,42,College,2019
IR-C-C-6417,Kamala Nehru College,South,Delhi,54.0,43,College,2019
IR-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,53.89,44,College,2019
IR-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,53.77,45,College,2019
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi,53.19,46,College,2019
IR-C-C-43705,Govt. College for Women,Thiruvananthapuram,Kerala,53.03,47,College,2019
IR-C-C-6412,Maharaja Agrasen College,Delhi,Delhi,53.03,47,College,2019
IR-C-C-6502,Kanchi Mamunivar Centre for Post Graduate Studies,Puducherry,Pondicherry,52.93,49,College,2019
IR-C-C-11991,Bethune College,Kolkata,West Bengal,52.91,50,College,2019
IR-C-C-36579,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,52.81,51,College,2019
IR-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,52.81,51,College,2019
IR-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,52.73,53,College,2019
IR-C-C-6366,Shivaji College,Delhi,Delhi,52.7,54,College,2019
IR-C-C-8169,St. Thomas College,Thrissur,Kerala,52.7,54,College,2019
IR-C-C-5855,St. Xavier's College,Ahmedabad,Gujarat,52.63,56,College,2019
IR-C-C-11708,Sacred Heart College,Ernakulam,Kerala,52.62,57,College,2019
IR-C-C-43931,Stella Maris College for Women,Chennai,Tamil Nadu,52.57,58,College,2019
IR-C-C-35832,Jamal Mohamed College,Tiruchirappalli,Tamil Nadu,52.27,59,College,2019
IR-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,52.27,59,College,2019
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,52.26,61,College,2019
IR-C-C-11831,S. B. College,Kottayam,Kerala,52.2,62,College,2019
IR-C-C-36502,Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhunagar,Tamil Nadu,52.14,63,College,2019
IR-C-C-11582,St. Teresa's College,Ernakulam,Kerala,51.94,64,College,2019
IR-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,51.8,65,College,2019
IR-C-C-26356,Silver Jubilee Degree College,Kurnool,Andhra Pradesh,51.76,66,College,2019
IR-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,51.59,67,College,2019
IR-C-C-43760,Mahatma Gandhi College,Thiruvananthapuram,Kerala,51.56,68,College,2019
IR-C-C-43600,Govt. Arts College,Thiruvananthapuram,Kerala,51.5,69,College,2019
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,51.33,70,College,2019
IR-C-C-8023,Farook College,Kozhikode,Kerala,51.29,71,College,2019
IR-C-C-29284,"Govt Home Science College, Sector-10",Chandigarh,Chandigarh,51.27,72,College,2019
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,51.27,72,College,2019
IR-C-C-41173,St. Xavier`s College,Palayamkottai,Tamil Nadu,51.26,74,College,2019
IR-C-C-6381,Keshav Mahavidyalya,Delhi,Delhi,51.24,75,College,2019
IR-C-C-11986,Loreto College,Calcutta,West Bengal,51.19,76,College,2019
IR-C-C-41157,V. O. Chidambaram College,Tuticorin,Tamil Nadu,51.12,77,College,2019
IR-C-C-11733,Newman College,Idukki,Kerala,51.09,78,College,2019
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,51.08,79,College,2019
IR-C-C-43738,T. K. M. College of Arts and Science,Kollam,Kerala,51.04,80,College,2019
IR-C-C-41184,Women's Christian College,Nagercoil,Tamil Nadu,51.02,81,College,2019
IR-C-I-1323,St. Joseph`s College,Kozhikode,Kerala,50.94,82,College,2019
IR-C-C-43649,Fatima Mata National College,Kollam,Kerala,50.68,83,College,2019
IR-C-C-28526,Alagappa Government Arts College,Karaikudi,Tamil Nadu,50.41,84,College,2019
IR-C-C-35787,Holy Cross College,Tiruchirappalli,Tamil Nadu,50.17,85,College,2019
IR-C-C-41096,CMS College of Science and Commerce,Coimbatore,Tamil Nadu,50.13,86,College,2019
IR-C-C-6413,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,50.1,87,College,2019
IR-C-C-8213,Christ College,Thrissur,Kerala,49.98,88,College,2019
IR-C-C-6402,Kalindi College,Delhi,Delhi,49.92,89,College,2019
IR-C-C-43911,Anna Adarsh College for Women,Chennai,Tamil Nadu,49.9,90,College,2019
IR-C-C-43975,Justice Basher Ahmed Sayeed College for Women,Chennai,Tamil Nadu,49.81,91,College,2019
IR-C-C-11615,Mar Thoma College,Thiruvalla,Kerala,49.79,92,College,2019
IR-C-C-43783,Nirmalagiri College,Kannur,Kerala,49.76,93,College,2019
IR-C-C-36529,Fatima College,Madurai,Tamil Nadu,49.75,94,College,2019
IR-C-C-25990,St. Francis College for Women,Hyderabad,Telangana,49.7,95,College,2019
IR-C-C-33555,St. Xavier`s College,Mumbai,Maharashtra,49.34,96,College,2019
IR-C-C-36575,Sri Meenakshi Government College for Women,Madurai,Tamil Nadu,49.25,97,College,2019
IR-C-C-36425,Muthurangam Govt. Arts College,Vellore,Tamil Nadu,49.16,98,College,2019
IR-C-I-1373,Goswami Ganesh Dutta Sanatan Dharma College,Chandigarh,Chandigarh,49.13,99,College,2019
IR-C-C-6431,Ramanujan College,New Delhi,Delhi,49.03,100,College,2019
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.05,1,Engineering,2019
IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,85.36,2,Engineering,2019
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,84.4,3,Engineering,2019
IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,79.41,4,Engineering,2019
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,77.57,5,Engineering,2019
IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,74.57,6,Engineering,2019
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,70.87,7,Engineering,2019
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,63.92,8,Engineering,2019
IR-E-U-0439,Anna University,Chennai,Tamil Nadu,63.12,9,Engineering,2019
IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,61.62,10,Engineering,2019
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,59.8,11,Engineering,2019
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,59.73,12,Engineering,2019
IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,59.35,13,Engineering,2019
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.09,14,Engineering,2019
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,58.18,15,Engineering,2019
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,57.75,16,Engineering,2019
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.8,17,Engineering,2019
IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,56.46,18,Engineering,2019
IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,56.35,19,Engineering,2019
IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,56.0,20,Engineering,2019
IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,55.25,21,Engineering,2019
IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,54.86,22,Engineering,2019
IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,54.73,23,Engineering,2019
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,54.32,24,Engineering,2019
IR-E-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,53.82,25,Engineering,2019
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,53.21,26,Engineering,2019
IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,53.13,27,Engineering,2019
IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,52.69,28,Engineering,2019
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.37,29,Engineering,2019
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.12,30,Engineering,2019
IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,51.27,31,Engineering,2019
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.39,32,Engineering,2019
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.1,33,Engineering,2019
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,49.97,34,Engineering,2019
IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,49.03,35,Engineering,2019
IR-E-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,48.95,36,Engineering,2019
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,48.94,37,Engineering,2019
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,48.83,38,Engineering,2019
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,48.73,39,Engineering,2019
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,47.74,40,Engineering,2019
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,47.58,41,Engineering,2019
IR-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,47.49,42,Engineering,2019
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,47.31,43,Engineering,2019
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.28,44,Engineering,2019
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,47.13,45,Engineering,2019
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,46.47,46,Engineering,2019
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.07,47,Engineering,2019
IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,45.94,48,Engineering,2019
IR-E-C-41593,College of Engineering,Pune,Maharashtra,45.89,49,Engineering,2019
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,45.75,50,Engineering,2019
IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,45.61,51,Engineering,2019
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,45.38,52,Engineering,2019
IR-E-U-0410,Malviya National Institute of Technology,Jaipur,Rajasthan,45.2,53,Engineering,2019
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,43.59,54,Engineering,2019
IR-E-U-0105,Indraprastha Institute of Information Technology,New Delhi,Delhi,43.49,55,Engineering,2019
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,43.38,56,Engineering,2019
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,43.29,57,Engineering,2019
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.88,58,Engineering,2019
IR-E-C-24004,College of Engineering Visakhapatnam,Visakhapatnam,Andhra Pradesh,41.72,59,Engineering,2019
IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,41.48,60,Engineering,2019
IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,41.26,61,Engineering,2019
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,40.98,62,Engineering,2019
IR-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,40.88,63,Engineering,2019
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,40.54,64,Engineering,2019
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,40.51,65,Engineering,2019
IR-E-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,40.48,66,Engineering,2019
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,40.32,67,Engineering,2019
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,40.1,68,Engineering,2019
IR-E-C-1262,B. M. S. College of Engineering,Bengaluru,Karnataka,39.67,69,Engineering,2019
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.53,70,Engineering,2019
IR-E-C-43708,College of Engineering,Thiruvananthapuram,Kerala,39.42,71,Engineering,2019
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.37,72,Engineering,2019
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,39.21,73,Engineering,2019
IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,39.09,74,Engineering,2019
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,38.94,75,Engineering,2019
IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,38.56,76,Engineering,2019
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,38.55,77,Engineering,2019
IR-E-U-0080,PEC University of Technology,Chandigarh,Chandigarh,38.42,78,Engineering,2019
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,37.98,79,Engineering,2019
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.87,80,Engineering,2019
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,37.82,81,Engineering,2019
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Allahabad,Uttar Pradesh,37.74,82,Engineering,2019
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,37.68,83,Engineering,2019
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,37.59,84,Engineering,2019
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,37.32,85,Engineering,2019
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.22,86,Engineering,2019
IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,37.06,87,Engineering,2019
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,36.92,88,Engineering,2019
IR-E-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,36.66,89,Engineering,2019
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.42,90,Engineering,2019
IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,36.39,91,Engineering,2019
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,36.39,91,Engineering,2019
IR-E-C-41309,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,36.14,93,Engineering,2019
IR-E-C-30045,C. V. Raman College of Engineering,Bhubaneswar,Odisha,36.12,94,Engineering,2019
IR-E-U-0454,Hindustan Institute of Technology and Science,Chennai,Tamil Nadu,36.11,95,Engineering,2019
IR-E-U-0382,Punjab Technical University,Kapurthala,Punjab,35.99,96,Engineering,2019
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,35.97,97,Engineering,2019
IR-E-C-36984,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu,35.9,98,Engineering,2019
IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,35.89,99,Engineering,2019
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,35.86,100,Engineering,2019
IR-E-C-6192,Institute of Engineering & Management,Kolkata,West Bengal,35.79,101,Engineering,2019
IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu,35.79,101,Engineering,2019
IR-E-C-18154,University College of Engineering,Kakinada,Andhra Pradesh,35.75,103,Engineering,2019
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,35.69,104,Engineering,2019
IR-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,35.64,105,Engineering,2019
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,35.5,106,Engineering,2019
IR-E-U-0043,"Vignan`s Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,35.48,107,Engineering,2019
IR-E-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,35.32,108,Engineering,2019
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,35.28,109,Engineering,2019
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,35.26,110,Engineering,2019
IR-E-C-18817,G. H. Raisoni College of Engineering,Nagpur,Maharashtra,35.19,111,Engineering,2019
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,35.02,112,Engineering,2019
IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,35.01,113,Engineering,2019
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,34.79,114,Engineering,2019
IR-E-U-0223,Jain university,Bengluru,Karnataka,34.76,115,Engineering,2019
IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,34.49,116,Engineering,2019
IR-E-U-0747,Chandigarh University,Mohali,Punjab,34.48,117,Engineering,2019
IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,34.48,117,Engineering,2019
IR-E-U-0163,The Northcap University,Gurgaon,Haryana,34.48,117,Engineering,2019
IR-E-C-1412,Sri Jayachamarajendra College of Engineering,Mysore,Karnataka,34.43,120,Engineering,2019
IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,34.42,121,Engineering,2019
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,34.37,122,Engineering,2019
IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,34.32,123,Engineering,2019
IR-E-C-16590,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,34.14,124,Engineering,2019
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,34.09,125,Engineering,2019
IR-E-U-0367,Veer Surendra Sai University of Technology,Burla,Odisha,34.08,126,Engineering,2019
IR-E-C-1413,Dayananda Sagar College of Engineering,Bengaluru,Karnataka,33.99,127,Engineering,2019
IR-E-C-1400,N. M. A. M. Institute of Technology,Nitte,Karnataka,33.84,128,Engineering,2019
IR-E-C-16537,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu,33.84,128,Engineering,2019
IR-E-U-0207,National Institute of Technology Jamshedpur,Jamshedpur,Jharkhand,33.8,130,Engineering,2019
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,33.7,131,Engineering,2019
IR-E-C-19607,CVR College of Engineering,Ibrahimpatan,Telangana,33.65,132,Engineering,2019
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,33.63,133,Engineering,2019
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,33.58,134,Engineering,2019
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,33.58,134,Engineering,2019
IR-E-U-0146,Nirma University,Ahmedabad,Gujarat,33.46,136,Engineering,2019
IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,33.45,137,Engineering,2019
IR-E-C-37089,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,33.36,138,Engineering,2019
IR-E-C-19706,Institute of Aeronautical Engineering,Hyderabad,Telangana,33.24,139,Engineering,2019
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,33.24,139,Engineering,2019
IR-E-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,32.87,141,Engineering,2019
IR-E-C-1352,NITTE Meenakshi Institute of Technology,Bengaluru,Karnataka,32.82,142,Engineering,2019
IR-E-C-16572,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu,32.71,143,Engineering,2019
IR-E-U-0175,YMCA University of Science & Tech,Faridabad,Haryana,32.47,144,Engineering,2019
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,32.46,145,Engineering,2019
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,32.46,145,Engineering,2019
IR-E-C-48145,BVRIT Hyderabad,Hyderabad,Telangana,32.36,147,Engineering,2019
IR-E-U-0613,National Institute of Technology Manipur,Manipur,Manipur,32.31,148,Engineering,2019
IR-E-U-0733,PES University,Bengaluru,Karnataka,32.28,149,Engineering,2019
IR-E-C-6202,Heritage Institute of Technology,Kolkata,West Bengal,32.26,150,Engineering,2019
IR-E-C-26783,PSNA College of Engineering and Technology,Dindigul,Tamil Nadu,32.26,150,Engineering,2019
IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,32.21,152,Engineering,2019
IR-E-C-11015,Walchand College of Engineering,Sangli,Maharashtra,32.2,153,Engineering,2019
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,32.11,154,Engineering,2019
IR-E-C-41351,Bansilal Ramnath Agarwal Charitable Trust`s Vishwakarama Institute of Technology,Pune,Maharashtra,32.1,155,Engineering,2019
IR-E-C-1398,BNM Institute of Technology,Bengaluru,Karnataka,32.08,156,Engineering,2019
IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,32.07,157,Engineering,2019
IR-E-C-16614,R. M. K. Engineering College,Thiruvallur,Tamil Nadu,32.07,157,Engineering,2019
IR-E-U-0854,KLE Technological University,Dharwad,Karnataka,32.05,159,Engineering,2019
IR-E-C-6257,Narula Institute of Technology,Kolkata,West Bengal,32.01,160,Engineering,2019
IR-E-C-1345,P E S College of Engineering,Mandya,Karnataka,31.98,161,Engineering,2019
