institute_id,institute_name,city,state,score,rank,ranking_category,nirf_year
IR-A-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,50.53,23,Architecture,2022
IR-A-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,50.39,24,Architecture,2022
IR-A-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.14,25,Architecture,2022
IR-A-U-0189,"National Institute of Technology, Hamirpur",Hamirpur,Himachal Pradesh,50.06,26,Architecture,2022
IR-A-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,49.92,27,Architecture,2022
IR-A-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,49.62,28,Architecture,2022
IR-A-U-0439,Anna University,Chennai,Tamil Nadu,48.82,29,Architecture,2022
IR-A-U-0072,"National Institute of Technology, Patna",Patna,Bihar,46.28,30,Architecture,2022
IR-C-C-6355,Miranda House,Delhi,Delhi,78.0,1,College,2022
IR-C-C-6377,Hindu College,Delhi,Delhi,71.86,2,College,2022
IR-C-C-43921,Presidency College,Chennai,Tamil Nadu,71.67,3,College,2022
IR-C-C-44006,Loyola College,Chennai,Tamil Nadu,71.0,4,College,2022
IR-C-C-6415,Lady Shri Ram College For Women,New Delhi,Delhi,70.83,5,College,2022
IR-C-C-41046,PSGR Krishnammal College for Women,Coimbatore,Tamil Nadu,70.68,6,College,2022
IR-C-C-22462,Atma Ram Sanatan Dharm College,New Delhi,Delhi,70.46,7,College,2022
IR-C-C-11881,St. Xavier`s College,Kolkata,West Bengal,69.54,8,College,2022
IR-C-C-11926,Ramakrishna Mission Vidyamandira,Howrah,West Bengal,69.24,9,College,2022
IR-C-C-6385,Kirori Mal College,Delhi,Delhi,68.53,10,College,2022
IR-C-C-22470,St. Stephens's College,Delhi,Delhi,68.3,11,College,2022
IR-C-C-6419,Shri Ram College of Commerce,Delhi,Delhi,67.89,12,College,2022
IR-C-I-1317,Rama Krishna Mission Vivekananda Centenary College,Rahara,West Bengal,67.56,13,College,2022
IR-C-C-6425,Hans Raj College,Delhi,Delhi,67.38,14,College,2022
IR-C-C-6369,Sri Venkateswara College,Delhi,Delhi,67.38,14,College,2022
IR-C-C-27608,Lady Irwin College,Delhi,Delhi,66.25,16,College,2022
IR-C-C-43965,Madras Christian College,Chennai,Tamil Nadu,65.72,17,College,2022
IR-C-C-6380,Acharya Narendra Dev College,New Delhi,Delhi,65.46,18,College,2022
IR-C-C-42814,Ramakrishna Mission Residential College,Kolkata,West Bengal,65.17,19,College,2022
IR-C-C-41124,PSG College of Arts and Science,Coimbatore,Tamil Nadu,64.56,20,College,2022
IR-C-C-6361,Deen Dayal Upadhyaya College,New Delhi,Delhi,64.25,21,College,2022
IR-C-C-36513,Thiagarajar College,Madurai,Tamil Nadu,63.59,22,College,2022
IR-C-C-6429,Gargi College,Delhi,Delhi,62.5,23,College,2022
IR-C-C-43671,"University College, Thiruvananthapuram",Thiruvananthapuram,Kerala,61.91,24,College,2022
IR-C-C-6387,Bhaskaracharya College of Applied Sciences,New Delhi,Delhi,61.65,25,College,2022
IR-C-C-35860,"St. Joseph`s College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,61.6,26,College,2022
IR-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala,61.43,27,College,2022
IR-C-C-6409,Deshbandhu College,New Delhi,Delhi,61.02,28,College,2022
IR-C-C-6367,Daulat Ram College,Delhi,Delhi,60.93,29,College,2022
IR-C-C-41157,V.O. Chidambaram College,Tuticorin,Tamil Nadu,60.34,30,College,2022
IR-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,60.31,31,College,2022
IR-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu,60.07,32,College,2022
IR-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,59.77,33,College,2022
IR-C-C-6391,Maitreyi College,New Delhi,Delhi,59.5,34,College,2022
IR-C-C-6432,Dyal Singh College,New Delhi,Delhi,59.45,35,College,2022
IR-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,58.88,36,College,2022
IR-C-C-11582,"St. Teresa`s College, Ernakulam",Ernakulam,Kerala,58.62,37,College,2022
IR-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,58.59,38,College,2022
IR-C-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,58.15,39,College,2022
IR-C-C-6417,Kamala Nehru College,Delhi,Delhi,57.87,40,College,2022
IR-C-C-6431,Ramanujan College,New Delhi,Delhi,57.31,41,College,2022
IR-C-C-29454,I.C.College of Home Science,Hisar,Haryana,57.16,42,College,2022
IR-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,56.83,43,College,2022
IR-C-C-6420,Jesus & Mary College,New Delhi,Delhi,56.73,44,College,2022
IR-C-C-8308,Pachhunga University College,Aizawl,Mizoram,56.32,45,College,2022
IR-C-C-29284,"Government Home Science College,Sector-10",Chandigarh,Chandigarh,56.26,46,College,2022
IR-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu,56.12,47,College,2022
IR-C-C-6412,Maharaja Agrasen College,Delhi,Delhi,55.76,48,College,2022
IR-C-C-36502,Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhunagar,Tamil Nadu,55.48,49,College,2022
IR-C-C-43767,"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,Kerala,55.41,50,College,2022
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,55.39,51,College,2022
IR-C-C-5855,St. Xavier's College,Ahmedabad,Gujarat,55.33,52,College,2022
IR-C-C-43705,"Government College for Women, Thiruvananthapuram",Thiruvananthapuram,Kerala,55.28,53,College,2022
IR-C-C-28526,"Alagappa Government Arts College, Karaikudi",Karaikudi,Tamil Nadu,55.18,54,College,2022
IR-C-C-20729,"M S Ramaiah College of Arts, Science, and Commerce",Bengaluru,Karnataka,54.99,55,College,2022
IR-C-C-11815,Mar Athanasius College,Kothamangalam,Kerala,54.94,56,College,2022
IR-C-I-1385,Ferugusson College(Autonomous),Pune,Maharashtra,54.86,57,College,2022
IR-C-C-43711,"Bishop Moore College, Mavelikkara, Alappuzha",Alappuzha,Kerala,54.81,58,College,2022
IR-C-C-11708,Sacred Heart College,Ernakulam,Kerala,54.79,59,College,2022
IR-C-C-11697,"Maharaja`s College, Ernakulam",Ernakulam,Kerala,54.67,60,College,2022
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi,54.64,61,College,2022
IR-C-C-11831,"S.B. College, Changanacherry",Kottayam,Kerala,54.63,62,College,2022
IR-C-C-8169,"ST. Thomas College, Thrissur",Thrissur,Kerala,54.62,63,College,2022
IR-C-C-6413,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,54.62,63,College,2022
IR-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu,54.55,65,College,2022
IR-C-C-6371,Ramjas College,Delhi,Delhi,54.47,66,College,2022
IR-C-C-35787,"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,54.41,67,College,2022
IR-C-C-41173,"St.Xavier`s College, Palayamkottai",Palayamkottai,Tamil Nadu,54.32,68,College,2022
IR-C-C-33688,College of Social Work Nirmala Niketan 38 New Marine Lines Mumbai - 400 020,Mumbai,Maharashtra,54.27,69,College,2022
IR-C-C-6366,Shivaji College,Delhi,Delhi,54.2,70,College,2022
IR-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,54.2,70,College,2022
IR-C-C-43946,Women`s Christian College,Chennai,Tamil Nadu,54.19,72,College,2022
IR-C-C-19059,Raja Narendra Lal Khan Women's College - Autonomous,Midnapore,West Bengal,54.18,73,College,2022
IR-C-C-11991,Bethune College,Kolkata,West Bengal,54.04,74,College,2022
IR-C-C-6386,Institute of Home Economics,NEW DELHI,Delhi,53.93,75,College,2022
IR-C-C-43931,Stella Maris College for Women,Chennai,Tamil Nadu,53.92,76,College,2022
IR-C-C-6357,Shyam Lal College,Delhi,Delhi,53.8,77,College,2022
IR-C-C-8010,"St. Joseph`s College, Devagiri",Kozhikode,Kerala,53.59,78,College,2022
IR-C-C-35832,"Jamal Mohamed College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,53.51,79,College,2022
IR-C-C-6502,Kanchi Mamunivar Government Institute for Postgraduate Studies and Research,Puducherry,Pondicherry,53.48,80,College,2022
IR-C-C-11771,CMS College Kottayam,Kottayam,Kerala,53.03,81,College,2022
IR-C-C-36411,Sacred Heart College (Autonomous),Tirupattur,Tamil Nadu,53.02,82,College,2022
IR-C-C-36579,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,52.94,83,College,2022
IR-C-C-6381,Keshav Mahavidyalya,Delhi,Delhi,52.88,84,College,2022
IR-C-C-8209,"Government Victoria College, Palakkad",Palakkad,Kerala,52.78,85,College,2022
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,52.76,86,College,2022
IR-C-C-33555,St. Xavier`s College,Mumbai,Maharashtra,52.64,87,College,2022
IR-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,52.6,88,College,2022
IR-C-C-11616,"Bishop Kurialacherry College For Women, Amalagiri P.O Kottayam",Kottayam,Kerala,52.47,89,College,2022
IR-C-C-41100,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,52.46,90,College,2022
IR-C-C-41154,"Nesamony Memorial Christian College, Kanyakumari Dist.",Marthandam,Tamil Nadu,52.43,91,College,2022
IR-C-C-43649,"Fatima Mata National College, Kollam",Kollam,Kerala,52.41,92,College,2022
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,52.39,93,College,2022
IR-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,52.38,94,College,2022
IR-C-C-41184,"Women`s Christian College, Nagercoil",Nagercoil,Tamil Nadu,52.38,94,College,2022
IR-C-C-41189,"Scott Christian College, Nagercoil",Nagercoil,Tamil Nadu,52.34,96,College,2022
IR-C-C-19103,Midnapore College,Paschim Medinipur,West Bengal,52.28,97,College,2022
IR-C-C-11742,Union Christian College,Ernakulam,Kerala,52.28,97,College,2022
IR-C-C-6566,Mahatma Gandhi Government Arts College,Mahe,Pondicherry,52.16,99,College,2022
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,52.09,100,College,2022
IR-N-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,82.3,1,Dental,2022
IR-N-C-7254,"Manipal College of Dental Sciences, Manipal",Udupi,Karnataka,77.28,2,Dental,2022
IR-N-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,76.67,3,Dental,2022
IR-N-C-28507,Maulana Azad Institute of Dental Sciences,Delhi,Delhi,70.48,4,Dental,2022
IR-N-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,69.13,5,Dental,2022
IR-N-C-19320,A.B.Shetty Memorial Institute of Dental Sciences,Mangaluru,Karnataka,68.38,6,Dental,2022
IR-N-C-7240,"Manipal College of Dental Sciences, Mangalore",Mangalore,Karnataka,67.48,7,Dental,2022
IR-N-N-352,SRM Dental College,Chennai,Tamil Nadu,66.12,8,Dental,2022
IR-N-C-14033,"Govt. Dental College, Nagpur",Nagpur,Maharashtra,64.2,9,Dental,2022
IR-N-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,62.13,10,Dental,2022
IR-N-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,61.7,11,Dental,2022
IR-N-C-35008,JSS Dental College and Hospital,Mysuru,Karnataka,59.45,12,Dental,2022
IR-N-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,59.38,13,Dental,2022
IR-N-U-0724,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,58.47,14,Dental,2022
IR-N-C-30756,Postgraduate Institute of Dental Sciences,Rohtak,Haryana,58.1,15,Dental,2022
IR-N-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,57.98,16,Dental,2022
IR-N-N-153,Nair Hospital Dental College,Mumbai,Maharashtra,57.72,17,Dental,2022
IR-N-C-40178,"Government Dental College, Bangalore",Bangalore,Karnataka,57.55,18,Dental,2022
IR-N-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,56.58,19,Dental,2022
IR-N-N-238,SDM College of Dental Sciences & Hospital,Dharwad,Karnataka,56.47,20,Dental,2022
IR-N-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,55.83,21,Dental,2022
IR-N-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,55.65,22,Dental,2022
IR-N-C-8528,Yenepoya Dental College,Mangaluru,Karnataka,53.9,23,Dental,2022
IR-N-C-30570,"Vishnu Dental College, Bheemavaram",Bhimavaram,Andhra Pradesh,53.73,24,Dental,2022
IR-N-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,53.15,25,Dental,2022
IR-N-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,52.84,26,Dental,2022
IR-N-C-45605,Chettinad Dental College and Research Institute,Kelambakkam,Tamil Nadu,52.74,27,Dental,2022
IR-N-C-40342,K L E Society's Institute of Dental Sciences,Bengaluru,Karnataka,52.72,28,Dental,2022
IR-N-N-91,Sree Balaji Dental College & Hospital,Chennai,Tamil Nadu,51.91,29,Dental,2022
IR-N-C-48122,Government Dental College,Thiruvananthapuram,Kerala,51.71,30,Dental,2022
IR-N-C-5911,Karnavati University,Gandhinagar,Gujarat,51.7,31,Dental,2022
IR-N-C-45413,"Ragas Dental College & Hospital, Chennai",Chennai,Tamil Nadu,50.88,32,Dental,2022
IR-N-N-339,Gitam Dental College & Hospital,Vishakhapatnam,Andhra Pradesh,50.45,33,Dental,2022
IR-N-C-40140,Raja Rajeswari Dental College & Hospital,Bengaluru,Karnataka,50.07,34,Dental,2022
IR-N-C-14022,"MGM Dental College and Hospital, Navi Mumbai",Navi Mumbai,Maharashtra,49.97,35,Dental,2022
IR-N-C-5910,Government Dental College,Ahmedabad,Gujarat,49.93,36,Dental,2022
IR-N-C-14028,"MGVs Karmaveer Bhausaheb Hire Dental College, Nashik",Nashik,Maharashtra,49.87,37,Dental,2022
IR-N-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,49.83,38,Dental,2022
IR-N-C-29701,"Govt. Dental College, Indore",Indore,Madhya Pradesh,48.85,39,Dental,2022
IR-N-C-16436,Guru nanak Institute of Dental Sciences & Research,Kolkata,West Bengal,48.8,40,Dental,2022
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,90.04,1,Engineering,2022
IR-E-I-1074,"Indian Institute of Technology, Delhi",New Delhi,Delhi,88.12,2,Engineering,2022
IR-E-U-0306,"Indian Institute of Technology, Bombay",Mumbai,Maharashtra,83.96,3,Engineering,2022
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,82.56,4,Engineering,2022
IR-E-U-0573,"Indian Institute of Technology, Kharagpur",Kharagpur,West Bengal,78.89,5,Engineering,2022
IR-E-U-0560,"Indian Institute of Technology, Roorkee",Roorkee,Uttarakhand,76.7,6,Engineering,2022
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,72.98,7,Engineering,2022
IR-E-U-0467,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,69.17,8,Engineering,2022
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,68.03,9,Engineering,2022
IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,66.04,10,Engineering,2022
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,65.68,11,Engineering,2022
IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,65.53,12,Engineering,2022
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,63.51,13,Engineering,2022
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,63.5,14,Engineering,2022
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,62.36,15,Engineering,2022
IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,61.68,16,Engineering,2022
IR-E-U-0439,Anna University,Chennai,Tamil Nadu,61.41,17,Engineering,2022
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,61.4,18,Engineering,2022
IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,60.92,19,Engineering,2022
IR-E-U-0184,"Indian Institute of Technology, Mandi",Mandi,Himachal Pradesh,60.43,20,Engineering,2022
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,60.0,21,Engineering,2022
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,59.16,22,Engineering,2022
IR-E-U-0139,"Indian Institute of Technology, Gandhinagar",Gandhinagar,Gujarat,58.27,23,Engineering,2022
IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.02,24,Engineering,2022
IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,57.73,25,Engineering,2022
IR-E-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,57.51,26,Engineering,2022
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,57.48,27,Engineering,2022
IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,57.18,28,Engineering,2022
IR-E-U-0391,Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,56.9,29,Engineering,2022
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,56.7,30,Engineering,2022
IR-E-U-0263,"National Institute of Technology, Calicut",Kozhikode,Kerala,56.66,31,Engineering,2022
IR-E-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,56.62,32,Engineering,2022
IR-E-U-0064,"Indian Institute of Technology, Patna",Patna,Bihar,56.19,33,Engineering,2022
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,55.76,34,Engineering,2022
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,55.65,35,Engineering,2022
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,55.11,36,Engineering,2022
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,54.7,37,Engineering,2022
IR-E-U-0055,"National Institute of Technology, Silchar",Silchar,Assam,54.63,38,Engineering,2022
IR-E-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,54.62,39,Engineering,2022
IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",HOWRAH,West Bengal,54.57,40,Engineering,2022
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,53.36,41,Engineering,2022
IR-E-U-0356,Kalinga Institute of Industrial Technology,BHUBANESWAR,Odisha,53.06,42,Engineering,2022
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.37,43,Engineering,2022
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,51.93,44,Engineering,2022
IR-E-U-0747,Chandigarh University,Mohali,Punjab,51.73,45,Engineering,2022
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,51.69,46,Engineering,2022
IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,51.17,47,Engineering,2022
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,50.5,48,Engineering,2022
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,50.2,49,Engineering,2022
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,50.11,50,Engineering,2022
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,49.58,51,Engineering,2022
IR-E-U-0374,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Jalandhar,Punjab,49.45,52,Engineering,2022
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,49.33,53,Engineering,2022
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,48.56,54,Engineering,2022
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,48.33,55,Engineering,2022
IR-E-U-0844,"Indian Institute of Technology, Tirupati",YERPEDU,Andhra Pradesh,48.16,56,Engineering,2022
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.68,57,Engineering,2022
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,47.61,58,Engineering,2022
IR-E-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,47.0,59,Engineering,2022
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,46.67,60,Engineering,2022
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,46.43,61,Engineering,2022
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,46.41,62,Engineering,2022
IR-E-U-0072,"National Institute of Technology, Patna",Patna,Bihar,46.24,63,Engineering,2022
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,45.87,64,Engineering,2022
IR-E-U-0092,"National Institute of Technology, Raipur",Raipur,Chhattisgarh,45.71,65,Engineering,2022
IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,45.52,66,Engineering,2022
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,45.17,67,Engineering,2022
IR-E-U-0878,Indian Institute of Technology Palakkad,Palakkad,Kerala,44.92,68,Engineering,2022
IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,44.79,69,Engineering,2022
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,44.63,70,Engineering,2022
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,44.62,71,Engineering,2022
IR-E-C-41593,"College of Engineering, Pune",Pune,Maharashtra,44.38,72,Engineering,2022
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,44.16,73,Engineering,2022
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,44.02,74,Engineering,2022
IR-E-U-0749,"Manipal University, Jaipur",Jaipur,Rajasthan,43.83,75,Engineering,2022
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,42.77,76,Engineering,2022
IR-E-C-24004,AU College of Engineering (A),Visakhapatnam,Andhra Pradesh,42.76,77,Engineering,2022
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,42.56,78,Engineering,2022
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,42.14,79,Engineering,2022
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,41.92,80,Engineering,2022
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,41.91,81,Engineering,2022
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,41.79,82,Engineering,2022
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,41.71,83,Engineering,2022
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,41.35,84,Engineering,2022
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,41.1,85,Engineering,2022
IR-E-C-45375,"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,Tamil Nadu,41.06,86,Engineering,2022
IR-E-U-0080,"Punjab Engineering College (Deemed to be University), Chandigarh",Chandigarh,Chandigarh,41.05,87,Engineering,2022
IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,40.78,88,Engineering,2022
IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka,40.73,89,Engineering,2022
IR-E-U-0207,"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand,40.71,90,Engineering,2022
IR-E-C-19754,SR University,Warangal,Telangana,40.69,91,Engineering,2022
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.58,92,Engineering,2022
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,40.53,93,Engineering,2022
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,40.5,94,Engineering,2022
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,40.47,95,Engineering,2022
IR-E-U-0163,The Northcap University,Gurugram,Haryana,40.33,96,Engineering,2022
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,40.24,97,Engineering,2022
IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,40.19,98,Engineering,2022
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,40.16,99,Engineering,2022
IR-E-U-0733,PES University,Bengaluru,Karnataka,40.14,100,Engineering,2022
