institution_id,tier,inst_type,city,state,openalex_id,ror_id,total_works,match_confidence,is_hub,nirf_institute_id,nirf_rank,nirf_score,nirf_year,canonical_name,latitude,longitude,geo_source
8a91aa93-1bba-4381-a03c-d032be364f69,state_affiliated,State_Univ,Dehradun,Uttarakhand,I5847235,04q2jes40,14346,openalex_auto,False,IR-O-U-0564,46,54.02,2024,University of Petroleum and Energy Studies,30.2958,77.9956,campus_upes
646437d3-b8bf-4df0-933f-437279dffc88,state_affiliated,State_Univ,Puducherry,,I61923386,02fq2px14,14324,openalex_auto,False,IR-O-U-0368,39,55.51,2024,Jawaharlal Institute of Post Graduate Medical Education and Research,11.9564,79.8057,campus_jipmer
a6628147-0d10-4564-bae9-b8be8be7cd21,state_affiliated,State_Univ,Surat,Gujarat,I42014448,02y394t43,14209,openalex_auto,False,IR-E-U-0149,59,51.04,2024,Sardar Vallabhbhai National Institute of Technology Surat,21.1634495,72.7861213,campus_sardar_vallabhbhai_national_institute_of
c9e12928-adad-470b-bcc3-a64f958bd34b,state_affiliated,State_Univ,Ajmer,,I76777374,056y7zx62,14194,openalex_auto,False,IR-P-U-0392,29,57.65,2024,Central University of Rajasthan,26.6276045,75.0288021,campus_central_university_of_rajasthan
8f79bb14-2687-41a1-a556-23a0a56f5210,state_affiliated,State_Univ,Kolkata,,I157674215,04xgbph11,13750,openalex_auto,False,,,,,Presidency University,22.7757,88.3647,campus_presidency
9657935b-6b9b-4504-9bec-eb245e65da0f,state_affiliated,State_Univ,Thiruvananthapuram,Kerala,I129862065,007fenw03,13750,openalex_auto,False,IR-D-C-48124,42,52.3,2024,Government Medical College,8.8114405,76.7499316,campus_government_medical_college
a216703f-5b10-44cb-8fe0-11f6ff1cd1bd,state_affiliated,State_Univ,Durgapur,,I155837530,04ds0jm32,13599,openalex_auto,False,IR-E-U-0577,44,56.26,2024,National Institute of Technology Durgapur,23.5486963,87.2910571,campus_national_institute_of_technology_durgapu
5cb3587e-a197-4ece-8d45-9f364c87990f,state_affiliated,State_Univ,New Delhi,,I19716509,03dwxvb85,13569,openalex_auto,False,IR-O-U-0107,62,52.83,2024,Jamia Hamdard,28.5165,77.2498,campus_jamia_hamdard
4aeb5e4d-7ee0-4ca2-a8ed-10cf13445ffc,state_affiliated,State_Univ,Mathura,,I82571370,05fnxgv12,13547,openalex_auto,False,,,,,GLA University,27.603,77.294,campus_gla_mathura
4aa00129-4c2f-4e57-9053-cbf0c58dd2c1,state_affiliated,State_Univ,Srinagar,,I135388327,032xfst36,13532,openalex_auto,False,IR-O-U-0196,69,52.14,2024,University of Kashmir,34.133915,74.8367448,campus_university_of_kashmir
338f6c5e-2956-40cf-80ce-2047521fc9ef,state_affiliated,State_Univ,Ranchi,,I115715567,028vtqb15,13467,openalex_auto,False,IR-E-U-0202,48,54.18,2024,"Birla Institute of Technology, Mesra",23.3432,85.3094,campus_bit_mesra
8c466cdb-a2a4-4bf0-856f-f28560ed0e3b,state_affiliated,State_Univ,Porur,Tamil Nadu,I20107917,0108gdg43,13397,openalex_auto,False,IR-O-I-1486,96,48.1,2024,Sri Ramachandra Institute of Higher Education and Research,13.0415,80.144,campus_sri_ramachandra
cb1e371e-ffd1-4175-974b-b91e8cbe4ea1,state_affiliated,State_Univ,Greater Noida,,I155125381,02w8ba206,13368,openalex_auto,False,IR-M-U-0643,98,42.9,2024,Galgotias University,28.4961,77.536,campus_galgotias
20a76e3b-d397-44ea-a50b-42ad2940af51,state_affiliated,State_Univ,Patiāla,Punjab,I79161377,00xdn8y92,13367,openalex_auto,False,IR-P-U-0383,46,51.33,2024,Punjabi University,30.3580954,76.4503254,campus_punjabi_university
b2210d61-d364-40bd-abfa-2d7b5023d562,state_affiliated,State_Univ,Kolhāpur,Maharashtra,I141641110,01bsn4x02,13322,openalex_auto,False,,,,,Shivaji University,16.6779671,74.2515616,campus_shivaji_university
81dfed4d-dcca-4b15-8548-b5b5d98fa6c4,state_affiliated,State_Univ,Thanjavur,,I932239252,032jk8892,13274,openalex_auto,False,,,,,SASTRA University,10.9628655,79.3853065,campus_sastra_university
36d17eae-f23d-4896-8bb8-848c7ba25547,state_affiliated,State_Univ,Mangaluru,Karnataka,I19008122,05fep3933,13069,openalex_auto,False,,,,,Mangalore University,12.8767,74.8356,campus_mangalore_univ
149ca745-c80a-4eb3-97bd-36ad7d8e4b2b,state_affiliated,State_Univ,Ludhiana,Punjab,I4210108783,01vj9qy35,13056,openalex_auto,False,IR-D-C-29209,49,50.96,2024,Christian Medical College,30.9106068,75.8628985,campus_christian_medical_college
5374b462-1d87-4026-a9dd-901a6e394a62,state_affiliated,State_Univ,Hyderabad,Telangana,I10874241,002tchr49,12883,openalex_auto,False,IR-E-U-0017,88,45.78,2024,"Jawaharlal Nehru Technological University, Hyderabad",17.4982,78.3916,campus_jntu_hyd
a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,state_affiliated,State_Univ,Coimbatore,,I65220239,00ssvzv66,12793,openalex_auto,False,,,,,Karpagam Academy of Higher Education,11.0282,77.0143,campus_karpagam
73f788c8-33d5-4d60-9d7a-bb3fd5221d14,state_affiliated,State_Univ,Thiruvananthapuram,Kerala,I158338959,05tqa9940,12684,openalex_auto,False,IR-O-U-0260,38,55.61,2024,University of Kerala,8.5589987,76.8792581,campus_university_of_kerala
