inst_a,inst_b,openalex_a,openalex_b,year,weight,citation_weight
b45c2598-3515-4da1-9660-75a5ff4428fa,bb26b384-ecf2-4f86-8b53-dd74d42d8f05,I121750182,I1317621060,2024,14,76
b45c2598-3515-4da1-9660-75a5ff4428fa,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I121750182,I59270414,2024,2,9
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,eee22ec4-aa39-45b3-95e0-7f6250924a00,I1317621060,I1330855593,2024,2,9
d2ab91c0-a50d-44ef-b03b-6fab30b3d767,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I280994,I99364266,2024,11,91
fb160d73-523e-4f2a-8052-11f55f43e268,646437d3-b8bf-4df0-933f-437279dffc88,I175691731,I61923386,2018,2,20
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,646437d3-b8bf-4df0-933f-437279dffc88,I59270414,I61923386,2018,2,14
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,49837a23-0599-4a35-a43f-15be413cc1a0,I1317621060,I162827531,2020,26,375
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I1317621060,I24676775,2020,7,73
49837a23-0599-4a35-a43f-15be413cc1a0,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I162827531,I24676775,2020,26,420
49837a23-0599-4a35-a43f-15be413cc1a0,c4ff2815-fe99-4fc1-a6c3-402ac6322a76,I162827531,I27674431,2020,9,211
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,I59270414,I878213199,2021,3,10
e9cc852d-c229-4457-a316-e8f38255c048,f755a6a4-7f5e-4286-a36e-f3db5550661d,I145894827,I154851008,2023,20,248
f755a6a4-7f5e-4286-a36e-f3db5550661d,6f6f6042-e2c5-451a-a92d-2bc27b8fa5e4,I154851008,I83205935,2024,15,73
d653d230-8e4e-4388-b50b-790fea6d666f,e98e91f3-ef30-41ea-b7e9-c708270266ba,I11880225,I9579091,2024,2,15
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,e98e91f3-ef30-41ea-b7e9-c708270266ba,I59270414,I9579091,2024,3,17
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,2dbad614-cedc-4bdc-a02e-8a66054a8bd9,I59270414,I63739035,2024,3,20
2dbad614-cedc-4bdc-a02e-8a66054a8bd9,0e3df575-bd15-41f1-821e-51c48763aa57,I63739035,I68891433,2024,109,653
62ed1d2c-52ae-4ba2-8c99-95f009b95972,129be347-f8df-4fd2-b553-37ff0fd31af1,I24676775,I94234084,2024,13,45
f755a6a4-7f5e-4286-a36e-f3db5550661d,e53966df-0e1d-4551-bffd-ab1bde3800e4,I154851008,I244572783,2024,4,14
e53966df-0e1d-4551-bffd-ab1bde3800e4,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I244572783,I59270414,2024,2,9
e9cc852d-c229-4457-a316-e8f38255c048,129be347-f8df-4fd2-b553-37ff0fd31af1,I145894827,I94234084,2024,29,90
c4ff2815-fe99-4fc1-a6c3-402ac6322a76,129be347-f8df-4fd2-b553-37ff0fd31af1,I27674431,I94234084,2024,6,35
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,d51bcfb2-a187-49fa-9ebd-fd12ae98e331,I59270414,I99729588,2024,5,10
4521b7d6-9c9f-41f9-8061-593ae0c361dc,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I106826634,I59270414,2024,6,17
4521b7d6-9c9f-41f9-8061-593ae0c361dc,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I106826634,I24676775,2024,3,32
a216703f-5b10-44cb-8fe0-11f6ff1cd1bd,b49755e6-20af-465e-9c60-82974ede833a,I155837530,I36893310,2024,3,29
a216703f-5b10-44cb-8fe0-11f6ff1cd1bd,f7c6962b-4442-458c-90b7-eec41137a0d9,I155837530,I98365261,2024,3,16
b49755e6-20af-465e-9c60-82974ede833a,f7c6962b-4442-458c-90b7-eec41137a0d9,I36893310,I98365261,2024,2,20
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,0d8fc077-1885-4fe9-a175-49b042facab9,I59270414,I6498739,2024,10,17
d56d1ee4-862c-4274-8441-c2db9590627d,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I4210144496,I59270414,2024,3,10
d56d1ee4-862c-4274-8441-c2db9590627d,5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,I4210144496,I878213199,2024,39,170
2519526b-e995-469e-ae6f-8385feff245c,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I4210131147,I59270414,2024,5,29
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,d93978d3-2c97-47c6-8d5a-b6472222104c,I59270414,I74796645,2024,3,11
edf10c4c-ca24-4805-b33c-ddf5428d22ff,48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,I16292982,I67357951,2024,5,14
7b3d00a5-49ca-420b-a758-0534ef4fedc2,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I4210109292,I59270414,2024,4,12
49837a23-0599-4a35-a43f-15be413cc1a0,edf10c4c-ca24-4805-b33c-ddf5428d22ff,I162827531,I16292982,2024,28,168
4d6717be-0714-4972-b1d4-571c58d9a46f,c7f37aac-de96-454a-bf3d-af0ff418e79e,I110166357,I164861460,2024,18,85
4d6717be-0714-4972-b1d4-571c58d9a46f,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I110166357,I59270414,2024,9,25
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I59270414,I875944469,2024,2,5
48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I67357951,I81556334,2024,3,12
48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I67357951,I875944469,2024,3,20
5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I81556334,I875944469,2024,24,148
5bcb34a1-ac72-47e1-9dd5-b295d7e8664f,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I154549908,I59270414,2024,7,20
d5b58b79-7727-4cac-b9d6-1735e93b2968,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I191972202,I59270414,2024,2,5
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,e1b3f8dc-6b5d-403e-ac6f-b1a3573c4021,I59270414,I77501641,2024,4,14
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,49837a23-0599-4a35-a43f-15be413cc1a0,I1317621060,I162827531,2024,9,76
aa83bbde-9db5-4ca5-ab64-f2cec6d6f46f,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I119241673,I59270414,2024,8,17
4d6717be-0714-4972-b1d4-571c58d9a46f,4aa00129-4c2f-4e57-9053-cbf0c58dd2c1,I110166357,I135388327,2024,5,27
4d6717be-0714-4972-b1d4-571c58d9a46f,dc14b8e6-72b8-4c26-bec4-815435b7b8b7,I110166357,I152429107,2024,109,547
4aa00129-4c2f-4e57-9053-cbf0c58dd2c1,dc14b8e6-72b8-4c26-bec4-815435b7b8b7,I135388327,I152429107,2024,4,35
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,d538b33b-7df6-426d-a326-e6336207fb5f,I145286018,I170558118,2024,17,70
d538b33b-7df6-426d-a326-e6336207fb5f,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I170558118,I59270414,2024,3,5
0d8fc077-1885-4fe9-a175-49b042facab9,0e3df575-bd15-41f1-821e-51c48763aa57,I6498739,I68891433,2024,5,14
f03f9fd4-2251-4e13-8c6c-5e3ca946f289,5f71086b-ce24-4741-89c7-c8583ab5948c,I48018076,I8977528,2024,2,10
5bcb34a1-ac72-47e1-9dd5-b295d7e8664f,f520daa7-29f5-4b11-b9a4-9b02860351ec,I154549908,I863896202,2024,3,13
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,f520daa7-29f5-4b11-b9a4-9b02860351ec,I59270414,I863896202,2024,2,11
d031820e-53e0-49a4-b0c5-edb3a7724b8a,f520daa7-29f5-4b11-b9a4-9b02860351ec,I60054993,I863896202,2024,2,10
e9cc852d-c229-4457-a316-e8f38255c048,2519526b-e995-469e-ae6f-8385feff245c,I145894827,I4210131147,2024,12,80
5866f537-6318-4586-bf6d-4433c5b4bbf7,74aaf314-5e8c-4cde-9333-83e97345070d,I122964287,I4076070,2024,6,32
736be13b-21db-4757-bfac-35c77c891892,74aaf314-5e8c-4cde-9333-83e97345070d,I33585257,I4076070,2024,46,276
736be13b-21db-4757-bfac-35c77c891892,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I33585257,I59270414,2024,2,5
736be13b-21db-4757-bfac-35c77c891892,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I33585257,I876193797,2024,55,269
74aaf314-5e8c-4cde-9333-83e97345070d,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I4076070,I876193797,2024,19,173
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,129be347-f8df-4fd2-b553-37ff0fd31af1,I170979836,I94234084,2024,10,43
e952e5d1-7eb4-40a2-88a2-3dc7118e2255,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I20497027,I59270414,2024,6,10
aa83bbde-9db5-4ca5-ab64-f2cec6d6f46f,f557894b-a324-439c-a6a7-f6d2a87a6bed,I119241673,I4210113248,2024,4,6
f557894b-a324-439c-a6a7-f6d2a87a6bed,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I4210113248,I59270414,2024,3,8
aa83bbde-9db5-4ca5-ab64-f2cec6d6f46f,2050b90e-0227-468a-8571-63864a963f7c,I119241673,I51452335,2024,20,183
2050b90e-0227-468a-8571-63864a963f7c,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I51452335,I59270414,2024,3,7
49837a23-0599-4a35-a43f-15be413cc1a0,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I162827531,I24676775,2024,24,96
49837a23-0599-4a35-a43f-15be413cc1a0,7553f510-4039-4c36-b5d3-2dd983d9bc70,I162827531,I65181880,2024,15,52
49837a23-0599-4a35-a43f-15be413cc1a0,5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,I162827531,I878213199,2024,13,72
62ed1d2c-52ae-4ba2-8c99-95f009b95972,7553f510-4039-4c36-b5d3-2dd983d9bc70,I24676775,I65181880,2024,6,36
62ed1d2c-52ae-4ba2-8c99-95f009b95972,5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,I24676775,I878213199,2024,3,18
7553f510-4039-4c36-b5d3-2dd983d9bc70,5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,I65181880,I878213199,2024,3,4
732980be-8d6a-4c03-8a1c-dcd5b939e27f,0e3df575-bd15-41f1-821e-51c48763aa57,I4210121466,I68891433,2024,7,33
b49755e6-20af-465e-9c60-82974ede833a,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I36893310,I99364266,2024,14,86
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,0d8fc077-1885-4fe9-a175-49b042facab9,I1317621060,I6498739,2024,3,3
e9cc852d-c229-4457-a316-e8f38255c048,d93978d3-2c97-47c6-8d5a-b6472222104c,I145894827,I74796645,2024,13,69
c7f37aac-de96-454a-bf3d-af0ff418e79e,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I164861460,I81556334,2024,22,105
1067ba73-ff68-46c5-b68e-4bf7cda57988,d538b33b-7df6-426d-a326-e6336207fb5f,I110360157,I170558118,2024,5,12
f755a6a4-7f5e-4286-a36e-f3db5550661d,5f71086b-ce24-4741-89c7-c8583ab5948c,I154851008,I8977528,2024,3,15
f755a6a4-7f5e-4286-a36e-f3db5550661d,129be347-f8df-4fd2-b553-37ff0fd31af1,I154851008,I94234084,2024,31,80
5f71086b-ce24-4741-89c7-c8583ab5948c,129be347-f8df-4fd2-b553-37ff0fd31af1,I8977528,I94234084,2024,3,20
fef15cf2-3c2a-4059-85a5-f9737b912a4c,6f6f6042-e2c5-451a-a92d-2bc27b8fa5e4,I101407740,I83205935,2024,6,11
4aeb5e4d-7ee0-4ca2-a8ed-10cf13445ffc,5f71086b-ce24-4741-89c7-c8583ab5948c,I82571370,I8977528,2024,2,9
fef15cf2-3c2a-4059-85a5-f9737b912a4c,d653d230-8e4e-4388-b50b-790fea6d666f,I101407740,I11880225,2024,2,2
fef15cf2-3c2a-4059-85a5-f9737b912a4c,c7f37aac-de96-454a-bf3d-af0ff418e79e,I101407740,I164861460,2024,16,61
c7c580b5-a5eb-45ec-9dde-854ee5af23c0,edf10c4c-ca24-4805-b33c-ddf5428d22ff,I162030827,I16292982,2024,3,4
c7c580b5-a5eb-45ec-9dde-854ee5af23c0,f6a0e07c-58dc-463e-8e04-d8d08a9a7342,I162030827,I4210127441,2024,2,2
edf10c4c-ca24-4805-b33c-ddf5428d22ff,f6a0e07c-58dc-463e-8e04-d8d08a9a7342,I16292982,I4210127441,2024,2,10
d653d230-8e4e-4388-b50b-790fea6d666f,672214f6-22a9-4d55-8c6c-5b28a5159516,I11880225,I91357014,2024,3,24
d601a25e-5d3b-4d71-aa65-699b49346b71,672214f6-22a9-4d55-8c6c-5b28a5159516,I887998513,I91357014,2024,7,26
1a5bd65a-cf0d-45e2-8735-5434d64998b8,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I4210152718,I59270414,2024,2,2
a6628147-0d10-4564-bae9-b8be8be7cd21,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I42014448,I59270414,2024,4,1
3ccdda45-076a-4fcb-af38-2f4b09aa8ccb,129be347-f8df-4fd2-b553-37ff0fd31af1,I200207707,I94234084,2024,21,73
4d6717be-0714-4972-b1d4-571c58d9a46f,e9cc852d-c229-4457-a316-e8f38255c048,I110166357,I145894827,2024,9,101
f557894b-a324-439c-a6a7-f6d2a87a6bed,7553f510-4039-4c36-b5d3-2dd983d9bc70,I4210113248,I65181880,2024,3,1
8a91aa93-1bba-4381-a03c-d032be364f69,0e3df575-bd15-41f1-821e-51c48763aa57,I5847235,I68891433,2024,11,111
c7f37aac-de96-454a-bf3d-af0ff418e79e,0e3df575-bd15-41f1-821e-51c48763aa57,I164861460,I68891433,2024,3,21
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,47b972a6-fdf5-499c-a99f-fd0fedb15993,I145286018,I85461943,2024,355,3321
d653d230-8e4e-4388-b50b-790fea6d666f,a6628147-0d10-4564-bae9-b8be8be7cd21,I11880225,I42014448,2024,17,77
4d6717be-0714-4972-b1d4-571c58d9a46f,8f79bb14-2687-41a1-a556-23a0a56f5210,I110166357,I157674215,2024,49,337
4d6717be-0714-4972-b1d4-571c58d9a46f,92004806-cba2-4966-9ebf-9f31bc5a9597,I110166357,I64295750,2024,8,80
e9cc852d-c229-4457-a316-e8f38255c048,c7c580b5-a5eb-45ec-9dde-854ee5af23c0,I145894827,I162030827,2024,6,17
e9cc852d-c229-4457-a316-e8f38255c048,d5b58b79-7727-4cac-b9d6-1735e93b2968,I145894827,I191972202,2024,8,57
c7c580b5-a5eb-45ec-9dde-854ee5af23c0,129be347-f8df-4fd2-b553-37ff0fd31af1,I162030827,I94234084,2024,4,11
d5b58b79-7727-4cac-b9d6-1735e93b2968,f6a0e07c-58dc-463e-8e04-d8d08a9a7342,I191972202,I4210127441,2024,2,8
d5b58b79-7727-4cac-b9d6-1735e93b2968,129be347-f8df-4fd2-b553-37ff0fd31af1,I191972202,I94234084,2024,3,11
f6a0e07c-58dc-463e-8e04-d8d08a9a7342,129be347-f8df-4fd2-b553-37ff0fd31af1,I4210127441,I94234084,2024,6,27
f03f9fd4-2251-4e13-8c6c-5e3ca946f289,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I48018076,I876193797,2024,19,62
c7f37aac-de96-454a-bf3d-af0ff418e79e,d8caf76d-8ea5-44f6-939d-e450309d2de1,I164861460,I76414455,2024,809,1944
e9cc852d-c229-4457-a316-e8f38255c048,5f90b565-15b8-4035-ab58-963431c3275d,I145894827,I56404289,2024,9,32
e9cc852d-c229-4457-a316-e8f38255c048,672214f6-22a9-4d55-8c6c-5b28a5159516,I145894827,I91357014,2024,10,36
5866f537-6318-4586-bf6d-4433c5b4bbf7,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I122964287,I875944469,2024,6,117
cb1e371e-ffd1-4175-974b-b91e8cbe4ea1,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I155125381,I875944469,2024,8,44
672214f6-22a9-4d55-8c6c-5b28a5159516,129be347-f8df-4fd2-b553-37ff0fd31af1,I91357014,I94234084,2024,25,157
b45c2598-3515-4da1-9660-75a5ff4428fa,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I121750182,I59270414,2015,2,45
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,4a1e94cf-f0b6-4560-ab2c-bd58ab8792ac,I59270414,I99552915,2015,2,29
d653d230-8e4e-4388-b50b-790fea6d666f,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I11880225,I59270414,2015,7,33
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,e98e91f3-ef30-41ea-b7e9-c708270266ba,I59270414,I9579091,2015,6,52
62ed1d2c-52ae-4ba2-8c99-95f009b95972,92004806-cba2-4966-9ebf-9f31bc5a9597,I24676775,I64295750,2015,4,58
a216703f-5b10-44cb-8fe0-11f6ff1cd1bd,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I155837530,I59270414,2015,5,49
c4ff2815-fe99-4fc1-a6c3-402ac6322a76,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I27674431,I59270414,2015,2,35
e952e5d1-7eb4-40a2-88a2-3dc7118e2255,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I20497027,I59270414,2015,2,22
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,f755a6a4-7f5e-4286-a36e-f3db5550661d,I1317621060,I154851008,2015,6,52
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,b49755e6-20af-465e-9c60-82974ede833a,I1317621060,I36893310,2015,4,74
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,e1b3f8dc-6b5d-403e-ac6f-b1a3573c4021,I59270414,I77501641,2015,2,11
4521b7d6-9c9f-41f9-8061-593ae0c361dc,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I106826634,I59270414,2015,4,29
b2210d61-d364-40bd-abfa-2d7b5023d562,d56d1ee4-862c-4274-8441-c2db9590627d,I141641110,I4210144496,2015,2,54
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,edf10c4c-ca24-4805-b33c-ddf5428d22ff,I1317621060,I16292982,2015,3,39
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I170979836,I59270414,2015,3,28
36d17eae-f23d-4896-8bb8-848c7ba25547,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I19008122,I59270414,2015,2,13
b45c2598-3515-4da1-9660-75a5ff4428fa,0975bc21-a976-44a9-a251-f0e626168e55,I121750182,I8975392,2015,2,29
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,0d8fc077-1885-4fe9-a175-49b042facab9,I59270414,I6498739,2015,4,17
104fe323-87bc-48e9-a752-22b34af999bb,672214f6-22a9-4d55-8c6c-5b28a5159516,I186246823,I91357014,2015,12,421
b539f583-d8d6-437c-9ae4-5807681767b9,49837a23-0599-4a35-a43f-15be413cc1a0,I11947397,I162827531,2015,23,379
a6628147-0d10-4564-bae9-b8be8be7cd21,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I42014448,I59270414,2015,2,1
620c0800-344d-45c2-8c05-b0876f7dac8f,129be347-f8df-4fd2-b553-37ff0fd31af1,I172917736,I94234084,2015,4,22
d653d230-8e4e-4388-b50b-790fea6d666f,a6628147-0d10-4564-bae9-b8be8be7cd21,I11880225,I42014448,2015,5,80
e9cc852d-c229-4457-a316-e8f38255c048,8f79bb14-2687-41a1-a556-23a0a56f5210,I145894827,I157674215,2016,10,111
e9cc852d-c229-4457-a316-e8f38255c048,0d8fc077-1885-4fe9-a175-49b042facab9,I145894827,I6498739,2016,14,163
8f79bb14-2687-41a1-a556-23a0a56f5210,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I157674215,I59270414,2016,2,34
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,0d8fc077-1885-4fe9-a175-49b042facab9,I59270414,I6498739,2016,4,64
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I59270414,I99364266,2016,2,30
c4ff2815-fe99-4fc1-a6c3-402ac6322a76,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I27674431,I59270414,2016,4,43
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,d8caf76d-8ea5-44f6-939d-e450309d2de1,I59270414,I76414455,2016,3,68
d653d230-8e4e-4388-b50b-790fea6d666f,d8caf76d-8ea5-44f6-939d-e450309d2de1,I11880225,I76414455,2016,2,71
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,I59270414,I67357951,2016,2,26
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,7553f510-4039-4c36-b5d3-2dd983d9bc70,I59270414,I65181880,2016,3,43
4d6717be-0714-4972-b1d4-571c58d9a46f,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I110166357,I59270414,2016,3,30
80153acc-b176-42b7-b0f1-dd40b152084d,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I215927,I59270414,2016,2,23
80153acc-b176-42b7-b0f1-dd40b152084d,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I215927,I876193797,2016,9,304
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,edf10c4c-ca24-4805-b33c-ddf5428d22ff,I1317621060,I16292982,2016,10,162
f755a6a4-7f5e-4286-a36e-f3db5550661d,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I154851008,I59270414,2016,4,21
c7f37aac-de96-454a-bf3d-af0ff418e79e,d93978d3-2c97-47c6-8d5a-b6472222104c,I164861460,I74796645,2016,3,14
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I59270414,I81556334,2016,2,20
2050b90e-0227-468a-8571-63864a963f7c,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I51452335,I59270414,2016,3,28
736be13b-21db-4757-bfac-35c77c891892,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I33585257,I59270414,2016,2,20
736be13b-21db-4757-bfac-35c77c891892,2dbad614-cedc-4bdc-a02e-8a66054a8bd9,I33585257,I63739035,2016,2,16
0e3df575-bd15-41f1-821e-51c48763aa57,129be347-f8df-4fd2-b553-37ff0fd31af1,I68891433,I94234084,2016,25,623
80153acc-b176-42b7-b0f1-dd40b152084d,e1b3f8dc-6b5d-403e-ac6f-b1a3573c4021,I215927,I77501641,2016,2,22
5374b462-1d87-4026-a9dd-901a6e394a62,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I10874241,I59270414,2016,2,9
49837a23-0599-4a35-a43f-15be413cc1a0,c4ff2815-fe99-4fc1-a6c3-402ac6322a76,I162827531,I27674431,2016,9,109
b539f583-d8d6-437c-9ae4-5807681767b9,cb03a5e5-b2f5-4e95-af9f-a170aab03713,I11947397,I165998391,2016,3,8
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I170979836,I24676775,2016,2,11
62ed1d2c-52ae-4ba2-8c99-95f009b95972,0d8fc077-1885-4fe9-a175-49b042facab9,I24676775,I6498739,2016,2,19
49837a23-0599-4a35-a43f-15be413cc1a0,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I162827531,I24676775,2016,15,459
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I145286018,I99364266,2016,2,12
2519526b-e995-469e-ae6f-8385feff245c,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I4210131147,I99364266,2016,3,65
d653d230-8e4e-4388-b50b-790fea6d666f,a6628147-0d10-4564-bae9-b8be8be7cd21,I11880225,I42014448,2016,7,94
62ed1d2c-52ae-4ba2-8c99-95f009b95972,129be347-f8df-4fd2-b553-37ff0fd31af1,I24676775,I94234084,2016,7,67
d653d230-8e4e-4388-b50b-790fea6d666f,6627a151-3a0d-44f3-adf4-d5255e5a4cc9,I11880225,I170979836,2016,3,25
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,7693ea92-ef4b-486f-96c6-89db3749c43e,I59270414,I885392262,2016,2,0
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,129be347-f8df-4fd2-b553-37ff0fd31af1,I170979836,I94234084,2017,5,201
b49755e6-20af-465e-9c60-82974ede833a,7693ea92-ef4b-486f-96c6-89db3749c43e,I36893310,I885392262,2017,11,124
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,e1b3f8dc-6b5d-403e-ac6f-b1a3573c4021,I59270414,I77501641,2017,2,42
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,7693ea92-ef4b-486f-96c6-89db3749c43e,I59270414,I885392262,2017,3,38
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I59270414,I876193797,2017,8,85
bd7fc63e-4dd7-488f-8022-1332b3642dcf,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I106542073,I876193797,2017,2,92
e9cc852d-c229-4457-a316-e8f38255c048,49837a23-0599-4a35-a43f-15be413cc1a0,I145894827,I162827531,2017,14,433
e9cc852d-c229-4457-a316-e8f38255c048,6f93f0ad-7358-4fd0-bc47-0a62092ca0ac,I145894827,I189109744,2017,17,546
49837a23-0599-4a35-a43f-15be413cc1a0,6f93f0ad-7358-4fd0-bc47-0a62092ca0ac,I162827531,I189109744,2017,7,265
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I145286018,I59270414,2017,2,22
2050b90e-0227-468a-8571-63864a963f7c,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I51452335,I59270414,2017,3,26
b49755e6-20af-465e-9c60-82974ede833a,7553f510-4039-4c36-b5d3-2dd983d9bc70,I36893310,I65181880,2017,20,756
b539f583-d8d6-437c-9ae4-5807681767b9,81dfed4d-dcca-4b15-8548-b5b5d98fa6c4,I11947397,I932239252,2017,6,144
f755a6a4-7f5e-4286-a36e-f3db5550661d,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I154851008,I24676775,2017,11,186
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,8a91aa93-1bba-4381-a03c-d032be364f69,I1317621060,I5847235,2017,2,22
5866f537-6318-4586-bf6d-4433c5b4bbf7,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I122964287,I24676775,2017,2,12
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,a6628147-0d10-4564-bae9-b8be8be7cd21,I1317621060,I42014448,2017,4,173
338f6c5e-2956-40cf-80ce-2047521fc9ef,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I115715567,I59270414,2017,2,3
338f6c5e-2956-40cf-80ce-2047521fc9ef,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I115715567,I81556334,2017,2,12
3ccdda45-076a-4fcb-af38-2f4b09aa8ccb,6fb57ff7-f044-4eb9-b7d6-bebdef022df4,I200207707,I59270414,2017,4,22
