inst_a,inst_b,openalex_a,openalex_b,year,weight,citation_weight
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,I145286018,I65220239,2024,68,381
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I145286018,I81556334,2024,27,139
eee22ec4-aa39-45b3-95e0-7f6250924a00,8f79bb14-2687-41a1-a556-23a0a56f5210,I1330855593,I157674215,2024,7,19
f03f9fd4-2251-4e13-8c6c-5e3ca946f289,ac8b1844-88b8-465a-9729-6f0ca11190f9,I48018076,I74319210,2024,5,32
646437d3-b8bf-4df0-933f-437279dffc88,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I61923386,I876193797,2024,3,2
5f90b565-15b8-4035-ab58-963431c3275d,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I56404289,I876193797,2024,2,2
90352157-ced6-4e2a-b6ef-515ed6cc5aac,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I193073490,I876193797,2024,2,5
eee22ec4-aa39-45b3-95e0-7f6250924a00,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I1330855593,I24676775,2024,5,22
dc14b8e6-72b8-4c26-bec4-815435b7b8b7,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I152429107,I875944469,2024,2,4
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,93e1f5b3-3c8f-4e18-a29b-afa586e5d865,I1317621060,I145286018,2024,3,5
e53966df-0e1d-4551-bffd-ab1bde3800e4,4dec3aaa-d6ae-4b77-ac09-50d7bdc68bb2,I244572783,I43814544,2024,9,15
e53966df-0e1d-4551-bffd-ab1bde3800e4,47b972a6-fdf5-499c-a99f-fd0fedb15993,I244572783,I85461943,2024,81,644
4dec3aaa-d6ae-4b77-ac09-50d7bdc68bb2,47b972a6-fdf5-499c-a99f-fd0fedb15993,I43814544,I85461943,2024,100,1038
4521b7d6-9c9f-41f9-8061-593ae0c361dc,a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,I106826634,I65220239,2024,4,3
8f79bb14-2687-41a1-a556-23a0a56f5210,81dfed4d-dcca-4b15-8548-b5b5d98fa6c4,I157674215,I932239252,2024,2,3
4521b7d6-9c9f-41f9-8061-593ae0c361dc,e53966df-0e1d-4551-bffd-ab1bde3800e4,I106826634,I244572783,2024,5,16
736be13b-21db-4757-bfac-35c77c891892,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I33585257,I81556334,2024,6,28
e53966df-0e1d-4551-bffd-ab1bde3800e4,d031820e-53e0-49a4-b0c5-edb3a7724b8a,I244572783,I60054993,2024,29,104
7553f510-4039-4c36-b5d3-2dd983d9bc70,7693ea92-ef4b-486f-96c6-89db3749c43e,I65181880,I885392262,2024,2,4
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,129be347-f8df-4fd2-b553-37ff0fd31af1,I145286018,I94234084,2024,9,72
80153acc-b176-42b7-b0f1-dd40b152084d,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I215927,I24676775,2024,10,29
80153acc-b176-42b7-b0f1-dd40b152084d,736be13b-21db-4757-bfac-35c77c891892,I215927,I33585257,2024,37,305
eee22ec4-aa39-45b3-95e0-7f6250924a00,d538b33b-7df6-426d-a326-e6336207fb5f,I1330855593,I170558118,2024,11,51
c7c580b5-a5eb-45ec-9dde-854ee5af23c0,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I162030827,I876193797,2024,2,2
736be13b-21db-4757-bfac-35c77c891892,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I33585257,I875944469,2024,12,82
8f79bb14-2687-41a1-a556-23a0a56f5210,736be13b-21db-4757-bfac-35c77c891892,I157674215,I33585257,2024,9,23
8f79bb14-2687-41a1-a556-23a0a56f5210,cb03a5e5-b2f5-4e95-af9f-a170aab03713,I157674215,I165998391,2024,2,6
eee22ec4-aa39-45b3-95e0-7f6250924a00,d031820e-53e0-49a4-b0c5-edb3a7724b8a,I1330855593,I60054993,2024,5,49
d031820e-53e0-49a4-b0c5-edb3a7724b8a,47b972a6-fdf5-499c-a99f-fd0fedb15993,I60054993,I85461943,2024,100,860
b45c2598-3515-4da1-9660-75a5ff4428fa,49837a23-0599-4a35-a43f-15be413cc1a0,I121750182,I162827531,2024,9,8
b45c2598-3515-4da1-9660-75a5ff4428fa,5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,I121750182,I878213199,2024,3,10
62ed1d2c-52ae-4ba2-8c99-95f009b95972,f557894b-a324-439c-a6a7-f6d2a87a6bed,I24676775,I4210113248,2024,2,6
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,5bcb34a1-ac72-47e1-9dd5-b295d7e8664f,I145286018,I154549908,2024,9,54
4521b7d6-9c9f-41f9-8061-593ae0c361dc,4aeb5e4d-7ee0-4ca2-a8ed-10cf13445ffc,I106826634,I82571370,2024,3,82
620c0800-344d-45c2-8c05-b0876f7dac8f,47b972a6-fdf5-499c-a99f-fd0fedb15993,I172917736,I85461943,2024,6,26
a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,7693ea92-ef4b-486f-96c6-89db3749c43e,I65220239,I885392262,2024,2,3
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I1317621060,I24676775,2024,16,151
74aaf314-5e8c-4cde-9333-83e97345070d,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I4076070,I81556334,2024,6,25
18ae8c5a-a263-4906-9d6a-25bf48ed31e6,fd56c1b8-3390-4d13-9121-2b061d0b11ac,I171210897,I876193797,2024,5,2
1067ba73-ff68-46c5-b68e-4bf7cda57988,6f93f0ad-7358-4fd0-bc47-0a62092ca0ac,I110360157,I189109744,2024,7,86
4521b7d6-9c9f-41f9-8061-593ae0c361dc,d031820e-53e0-49a4-b0c5-edb3a7724b8a,I106826634,I60054993,2024,7,107
e53966df-0e1d-4551-bffd-ab1bde3800e4,d601a25e-5d3b-4d71-aa65-699b49346b71,I244572783,I887998513,2024,4,13
f755a6a4-7f5e-4286-a36e-f3db5550661d,1f4b5eaa-ddfb-448c-8805-4c0936e40f61,I154851008,I165682329,2024,3,5
f755a6a4-7f5e-4286-a36e-f3db5550661d,8a91aa93-1bba-4381-a03c-d032be364f69,I154851008,I5847235,2024,19,177
1f4b5eaa-ddfb-448c-8805-4c0936e40f61,8a91aa93-1bba-4381-a03c-d032be364f69,I165682329,I5847235,2024,2,4
eee22ec4-aa39-45b3-95e0-7f6250924a00,f03f9fd4-2251-4e13-8c6c-5e3ca946f289,I1330855593,I48018076,2024,5,12
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,129be347-f8df-4fd2-b553-37ff0fd31af1,I1317621060,I94234084,2024,13,15
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,7693ea92-ef4b-486f-96c6-89db3749c43e,I145286018,I885392262,2024,21,137
1067ba73-ff68-46c5-b68e-4bf7cda57988,8a91aa93-1bba-4381-a03c-d032be364f69,I110360157,I5847235,2024,18,65
d5b58b79-7727-4cac-b9d6-1735e93b2968,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I191972202,I99364266,2024,10,46
e53966df-0e1d-4551-bffd-ab1bde3800e4,672214f6-22a9-4d55-8c6c-5b28a5159516,I244572783,I91357014,2024,4,14
e53966df-0e1d-4551-bffd-ab1bde3800e4,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I244572783,I99364266,2024,5,15
672214f6-22a9-4d55-8c6c-5b28a5159516,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I91357014,I99364266,2024,43,291
5866f537-6318-4586-bf6d-4433c5b4bbf7,47b972a6-fdf5-499c-a99f-fd0fedb15993,I122964287,I85461943,2024,11,255
620c0800-344d-45c2-8c05-b0876f7dac8f,3ccdda45-076a-4fcb-af38-2f4b09aa8ccb,I172917736,I200207707,2024,3,1
2519526b-e995-469e-ae6f-8385feff245c,81dfed4d-dcca-4b15-8548-b5b5d98fa6c4,I4210131147,I932239252,2024,2,4
cb1e371e-ffd1-4175-974b-b91e8cbe4ea1,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I155125381,I81556334,2024,4,6
80153acc-b176-42b7-b0f1-dd40b152084d,47b972a6-fdf5-499c-a99f-fd0fedb15993,I215927,I85461943,2024,42,338
2519526b-e995-469e-ae6f-8385feff245c,47b972a6-fdf5-499c-a99f-fd0fedb15993,I4210131147,I85461943,2024,7,36
4dec3aaa-d6ae-4b77-ac09-50d7bdc68bb2,5f71086b-ce24-4741-89c7-c8583ab5948c,I43814544,I8977528,2024,3,3
1067ba73-ff68-46c5-b68e-4bf7cda57988,d031820e-53e0-49a4-b0c5-edb3a7724b8a,I110360157,I60054993,2024,96,932
8c466cdb-a2a4-4bf0-856f-f28560ed0e3b,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I20107917,I875944469,2024,3,50
eee22ec4-aa39-45b3-95e0-7f6250924a00,fb160d73-523e-4f2a-8052-11f55f43e268,I1330855593,I175691731,2024,5,29
4dec3aaa-d6ae-4b77-ac09-50d7bdc68bb2,a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,I43814544,I65220239,2024,6,18
1067ba73-ff68-46c5-b68e-4bf7cda57988,5f71086b-ce24-4741-89c7-c8583ab5948c,I110360157,I8977528,2024,11,14
1067ba73-ff68-46c5-b68e-4bf7cda57988,4a1e94cf-f0b6-4560-ab2c-bd58ab8792ac,I110360157,I99552915,2024,2,0
c1a7591c-a5be-413d-bcfb-050692c5edef,93e1f5b3-3c8f-4e18-a29b-afa586e5d865,I134900695,I145286018,2024,17,54
c1a7591c-a5be-413d-bcfb-050692c5edef,2519526b-e995-469e-ae6f-8385feff245c,I134900695,I4210131147,2024,2,1
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,2519526b-e995-469e-ae6f-8385feff245c,I145286018,I4210131147,2024,68,414
529bfa45-38b5-4fa3-ad24-0cdc1a731124,81dfed4d-dcca-4b15-8548-b5b5d98fa6c4,I875944469,I932239252,2024,3,1
1067ba73-ff68-46c5-b68e-4bf7cda57988,eee22ec4-aa39-45b3-95e0-7f6250924a00,I110360157,I1330855593,2024,9,32
2519526b-e995-469e-ae6f-8385feff245c,7693ea92-ef4b-486f-96c6-89db3749c43e,I4210131147,I885392262,2024,3,2
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,5f71086b-ce24-4741-89c7-c8583ab5948c,I145286018,I8977528,2024,14,43
d653d230-8e4e-4388-b50b-790fea6d666f,a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,I11880225,I65220239,2024,2,0
edf10c4c-ca24-4805-b33c-ddf5428d22ff,f03f9fd4-2251-4e13-8c6c-5e3ca946f289,I16292982,I48018076,2024,2,4
f03f9fd4-2251-4e13-8c6c-5e3ca946f289,48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,I48018076,I67357951,2024,2,4
736be13b-21db-4757-bfac-35c77c891892,a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,I33585257,I65220239,2024,27,191
5866f537-6318-4586-bf6d-4433c5b4bbf7,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I122964287,I81556334,2024,14,94
4dec3aaa-d6ae-4b77-ac09-50d7bdc68bb2,5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,I43814544,I81556334,2024,3,1
d653d230-8e4e-4388-b50b-790fea6d666f,93e1f5b3-3c8f-4e18-a29b-afa586e5d865,I11880225,I145286018,2024,7,40
bd7fc63e-4dd7-488f-8022-1332b3642dcf,92004806-cba2-4966-9ebf-9f31bc5a9597,I106542073,I64295750,2024,3,3
e952e5d1-7eb4-40a2-88a2-3dc7118e2255,62ed1d2c-52ae-4ba2-8c99-95f009b95972,I20497027,I24676775,2024,2,3
6f93f0ad-7358-4fd0-bc47-0a62092ca0ac,d031820e-53e0-49a4-b0c5-edb3a7724b8a,I189109744,I60054993,2024,2,0
8c466cdb-a2a4-4bf0-856f-f28560ed0e3b,80153acc-b176-42b7-b0f1-dd40b152084d,I20107917,I215927,2024,2,0
8c466cdb-a2a4-4bf0-856f-f28560ed0e3b,736be13b-21db-4757-bfac-35c77c891892,I20107917,I33585257,2024,10,185
e53966df-0e1d-4551-bffd-ab1bde3800e4,f03f9fd4-2251-4e13-8c6c-5e3ca946f289,I244572783,I48018076,2024,2,2
f03f9fd4-2251-4e13-8c6c-5e3ca946f289,47b972a6-fdf5-499c-a99f-fd0fedb15993,I48018076,I85461943,2024,24,245
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,5bcb34a1-ac72-47e1-9dd5-b295d7e8664f,I1317621060,I154549908,2024,6,4
c7f37aac-de96-454a-bf3d-af0ff418e79e,529bfa45-38b5-4fa3-ad24-0cdc1a731124,I164861460,I875944469,2024,16,60
48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,47b972a6-fdf5-499c-a99f-fd0fedb15993,I67357951,I85461943,2024,5,44
eee22ec4-aa39-45b3-95e0-7f6250924a00,a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,I1330855593,I65220239,2024,12,34
b45c2598-3515-4da1-9660-75a5ff4428fa,ff60ecf0-39c2-4a17-a941-2b03df4ce12b,I121750182,I132153292,2024,3,1
ff60ecf0-39c2-4a17-a941-2b03df4ce12b,49837a23-0599-4a35-a43f-15be413cc1a0,I132153292,I162827531,2024,11,27
c9e12928-adad-470b-bcc3-a64f958bd34b,672214f6-22a9-4d55-8c6c-5b28a5159516,I76777374,I91357014,2015,7,325
18ae8c5a-a263-4906-9d6a-25bf48ed31e6,672214f6-22a9-4d55-8c6c-5b28a5159516,I171210897,I91357014,2015,8,389
b2d3eebd-0307-42ad-9f36-2a10b73de285,5f90b565-15b8-4035-ab58-963431c3275d,I168893459,I56404289,2015,3,324
1f4b5eaa-ddfb-448c-8805-4c0936e40f61,672214f6-22a9-4d55-8c6c-5b28a5159516,I165682329,I91357014,2015,3,225
f755a6a4-7f5e-4286-a36e-f3db5550661d,5f90b565-15b8-4035-ab58-963431c3275d,I154851008,I56404289,2015,6,217
f755a6a4-7f5e-4286-a36e-f3db5550661d,672214f6-22a9-4d55-8c6c-5b28a5159516,I154851008,I91357014,2015,7,183
4aeb5e4d-7ee0-4ca2-a8ed-10cf13445ffc,672214f6-22a9-4d55-8c6c-5b28a5159516,I82571370,I91357014,2015,3,126
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,672214f6-22a9-4d55-8c6c-5b28a5159516,I170979836,I91357014,2015,2,105
672214f6-22a9-4d55-8c6c-5b28a5159516,129be347-f8df-4fd2-b553-37ff0fd31af1,I91357014,I94234084,2015,8,171
d2ab91c0-a50d-44ef-b03b-6fab30b3d767,672214f6-22a9-4d55-8c6c-5b28a5159516,I280994,I91357014,2015,3,61
0e011302-5676-4cf1-95b3-f0adc82f6893,5f90b565-15b8-4035-ab58-963431c3275d,I51317819,I56404289,2015,35,434
6f6f6042-e2c5-451a-a92d-2bc27b8fa5e4,672214f6-22a9-4d55-8c6c-5b28a5159516,I83205935,I91357014,2015,4,133
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,5f90b565-15b8-4035-ab58-963431c3275d,I1317621060,I56404289,2015,4,102
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,672214f6-22a9-4d55-8c6c-5b28a5159516,I1317621060,I91357014,2015,4,102
aa83bbde-9db5-4ca5-ab64-f2cec6d6f46f,6f6f6042-e2c5-451a-a92d-2bc27b8fa5e4,I119241673,I83205935,2015,3,65
aa83bbde-9db5-4ca5-ab64-f2cec6d6f46f,672214f6-22a9-4d55-8c6c-5b28a5159516,I119241673,I91357014,2015,3,65
8a91aa93-1bba-4381-a03c-d032be364f69,672214f6-22a9-4d55-8c6c-5b28a5159516,I5847235,I91357014,2015,4,84
104fe323-87bc-48e9-a752-22b34af999bb,5f90b565-15b8-4035-ab58-963431c3275d,I186246823,I56404289,2015,2,53
104fe323-87bc-48e9-a752-22b34af999bb,92004806-cba2-4966-9ebf-9f31bc5a9597,I186246823,I64295750,2015,2,46
2050b90e-0227-468a-8571-63864a963f7c,92004806-cba2-4966-9ebf-9f31bc5a9597,I51452335,I64295750,2015,2,64
2050b90e-0227-468a-8571-63864a963f7c,672214f6-22a9-4d55-8c6c-5b28a5159516,I51452335,I91357014,2015,5,97
672214f6-22a9-4d55-8c6c-5b28a5159516,4a1e94cf-f0b6-4560-ab2c-bd58ab8792ac,I91357014,I99552915,2015,2,73
2519526b-e995-469e-ae6f-8385feff245c,0e011302-5676-4cf1-95b3-f0adc82f6893,I4210131147,I51317819,2015,9,159
2519526b-e995-469e-ae6f-8385feff245c,672214f6-22a9-4d55-8c6c-5b28a5159516,I4210131147,I91357014,2015,10,192
49837a23-0599-4a35-a43f-15be413cc1a0,672214f6-22a9-4d55-8c6c-5b28a5159516,I162827531,I91357014,2015,15,60
d93978d3-2c97-47c6-8d5a-b6472222104c,672214f6-22a9-4d55-8c6c-5b28a5159516,I74796645,I91357014,2015,4,81
90352157-ced6-4e2a-b6ef-515ed6cc5aac,672214f6-22a9-4d55-8c6c-5b28a5159516,I193073490,I91357014,2015,3,78
5f71086b-ce24-4741-89c7-c8583ab5948c,672214f6-22a9-4d55-8c6c-5b28a5159516,I8977528,I91357014,2015,4,85
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,0e011302-5676-4cf1-95b3-f0adc82f6893,I145286018,I51317819,2015,9,116
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,672214f6-22a9-4d55-8c6c-5b28a5159516,I145286018,I91357014,2015,9,149
edf10c4c-ca24-4805-b33c-ddf5428d22ff,672214f6-22a9-4d55-8c6c-5b28a5159516,I16292982,I91357014,2015,3,67
672214f6-22a9-4d55-8c6c-5b28a5159516,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I91357014,I99364266,2015,5,112
e9cc852d-c229-4457-a316-e8f38255c048,672214f6-22a9-4d55-8c6c-5b28a5159516,I145894827,I91357014,2015,3,38
b539f583-d8d6-437c-9ae4-5807681767b9,672214f6-22a9-4d55-8c6c-5b28a5159516,I11947397,I91357014,2015,3,40
18ae8c5a-a263-4906-9d6a-25bf48ed31e6,0e011302-5676-4cf1-95b3-f0adc82f6893,I171210897,I51317819,2015,4,74
b539f583-d8d6-437c-9ae4-5807681767b9,92004806-cba2-4966-9ebf-9f31bc5a9597,I11947397,I64295750,2015,4,97
dc14b8e6-72b8-4c26-bec4-815435b7b8b7,5f90b565-15b8-4035-ab58-963431c3275d,I152429107,I56404289,2015,2,35
d5b58b79-7727-4cac-b9d6-1735e93b2968,672214f6-22a9-4d55-8c6c-5b28a5159516,I191972202,I91357014,2015,6,80
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,5f90b565-15b8-4035-ab58-963431c3275d,I145286018,I56404289,2015,2,26
2519526b-e995-469e-ae6f-8385feff245c,5f90b565-15b8-4035-ab58-963431c3275d,I4210131147,I56404289,2015,2,26
92004806-cba2-4966-9ebf-9f31bc5a9597,129be347-f8df-4fd2-b553-37ff0fd31af1,I64295750,I94234084,2015,24,249
e9cc852d-c229-4457-a316-e8f38255c048,5f90b565-15b8-4035-ab58-963431c3275d,I145894827,I56404289,2015,3,82
e9cc852d-c229-4457-a316-e8f38255c048,48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,I145894827,I67357951,2015,9,106
48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,672214f6-22a9-4d55-8c6c-5b28a5159516,I67357951,I91357014,2015,2,24
5f90b565-15b8-4035-ab58-963431c3275d,d601a25e-5d3b-4d71-aa65-699b49346b71,I56404289,I887998513,2015,2,25
d601a25e-5d3b-4d71-aa65-699b49346b71,672214f6-22a9-4d55-8c6c-5b28a5159516,I887998513,I91357014,2015,2,25
5cb3587e-a197-4ece-8d45-9f364c87990f,672214f6-22a9-4d55-8c6c-5b28a5159516,I19716509,I91357014,2015,3,13
5f90b565-15b8-4035-ab58-963431c3275d,0e3df575-bd15-41f1-821e-51c48763aa57,I56404289,I68891433,2015,13,37
0e3df575-bd15-41f1-821e-51c48763aa57,672214f6-22a9-4d55-8c6c-5b28a5159516,I68891433,I91357014,2015,14,41
338f6c5e-2956-40cf-80ce-2047521fc9ef,5f90b565-15b8-4035-ab58-963431c3275d,I115715567,I56404289,2015,2,2
338f6c5e-2956-40cf-80ce-2047521fc9ef,672214f6-22a9-4d55-8c6c-5b28a5159516,I115715567,I91357014,2015,2,2
04e4f2b0-9883-4fb8-9c64-cb5b49d6b361,0e011302-5676-4cf1-95b3-f0adc82f6893,I100887729,I51317819,2015,4,64
dc14b8e6-72b8-4c26-bec4-815435b7b8b7,0e3df575-bd15-41f1-821e-51c48763aa57,I152429107,I68891433,2015,11,200
c9e12928-adad-470b-bcc3-a64f958bd34b,672214f6-22a9-4d55-8c6c-5b28a5159516,I76777374,I91357014,2016,8,554
2050b90e-0227-468a-8571-63864a963f7c,672214f6-22a9-4d55-8c6c-5b28a5159516,I51452335,I91357014,2016,9,396
104fe323-87bc-48e9-a752-22b34af999bb,672214f6-22a9-4d55-8c6c-5b28a5159516,I186246823,I91357014,2016,11,378
104fe323-87bc-48e9-a752-22b34af999bb,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I186246823,I99364266,2016,3,156
672214f6-22a9-4d55-8c6c-5b28a5159516,ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,I91357014,I99364266,2016,2,164
f520daa7-29f5-4b11-b9a4-9b02860351ec,672214f6-22a9-4d55-8c6c-5b28a5159516,I863896202,I91357014,2016,2,138
fb160d73-523e-4f2a-8052-11f55f43e268,5f90b565-15b8-4035-ab58-963431c3275d,I175691731,I56404289,2016,2,153
fb160d73-523e-4f2a-8052-11f55f43e268,672214f6-22a9-4d55-8c6c-5b28a5159516,I175691731,I91357014,2016,2,153
6f93f0ad-7358-4fd0-bc47-0a62092ca0ac,5f90b565-15b8-4035-ab58-963431c3275d,I189109744,I56404289,2016,2,109
0e011302-5676-4cf1-95b3-f0adc82f6893,c9e12928-adad-470b-bcc3-a64f958bd34b,I51317819,I76777374,2016,6,300
0e011302-5676-4cf1-95b3-f0adc82f6893,5f90b565-15b8-4035-ab58-963431c3275d,I51317819,I56404289,2016,44,517
49837a23-0599-4a35-a43f-15be413cc1a0,5f90b565-15b8-4035-ab58-963431c3275d,I162827531,I56404289,2016,4,94
49837a23-0599-4a35-a43f-15be413cc1a0,672214f6-22a9-4d55-8c6c-5b28a5159516,I162827531,I91357014,2016,8,294
52ef5836-d1be-4182-9b45-218b36478268,5f90b565-15b8-4035-ab58-963431c3275d,I167751958,I56404289,2016,2,129
52ef5836-d1be-4182-9b45-218b36478268,672214f6-22a9-4d55-8c6c-5b28a5159516,I167751958,I91357014,2016,2,129
49837a23-0599-4a35-a43f-15be413cc1a0,0e011302-5676-4cf1-95b3-f0adc82f6893,I162827531,I51317819,2016,2,123
49837a23-0599-4a35-a43f-15be413cc1a0,c9e12928-adad-470b-bcc3-a64f958bd34b,I162827531,I76777374,2016,3,171
e952e5d1-7eb4-40a2-88a2-3dc7118e2255,672214f6-22a9-4d55-8c6c-5b28a5159516,I20497027,I91357014,2016,4,155
338f6c5e-2956-40cf-80ce-2047521fc9ef,672214f6-22a9-4d55-8c6c-5b28a5159516,I115715567,I91357014,2016,4,44
d93978d3-2c97-47c6-8d5a-b6472222104c,672214f6-22a9-4d55-8c6c-5b28a5159516,I74796645,I91357014,2016,6,78
5f90b565-15b8-4035-ab58-963431c3275d,0e3df575-bd15-41f1-821e-51c48763aa57,I56404289,I68891433,2016,8,69
0e3df575-bd15-41f1-821e-51c48763aa57,672214f6-22a9-4d55-8c6c-5b28a5159516,I68891433,I91357014,2016,8,92
b2d3eebd-0307-42ad-9f36-2a10b73de285,5f90b565-15b8-4035-ab58-963431c3275d,I168893459,I56404289,2016,2,88
672214f6-22a9-4d55-8c6c-5b28a5159516,129be347-f8df-4fd2-b553-37ff0fd31af1,I91357014,I94234084,2016,4,97
a216703f-5b10-44cb-8fe0-11f6ff1cd1bd,5f90b565-15b8-4035-ab58-963431c3275d,I155837530,I56404289,2016,5,67
a216703f-5b10-44cb-8fe0-11f6ff1cd1bd,672214f6-22a9-4d55-8c6c-5b28a5159516,I155837530,I91357014,2016,6,83
1a4bb242-813a-46c1-8f5a-8782d5040d19,672214f6-22a9-4d55-8c6c-5b28a5159516,I169877490,I91357014,2016,2,74
dc14b8e6-72b8-4c26-bec4-815435b7b8b7,c9e12928-adad-470b-bcc3-a64f958bd34b,I152429107,I76777374,2016,2,57
c7c580b5-a5eb-45ec-9dde-854ee5af23c0,672214f6-22a9-4d55-8c6c-5b28a5159516,I162030827,I91357014,2016,4,50
ff60ecf0-39c2-4a17-a941-2b03df4ce12b,5f90b565-15b8-4035-ab58-963431c3275d,I132153292,I56404289,2016,2,32
edf10c4c-ca24-4805-b33c-ddf5428d22ff,672214f6-22a9-4d55-8c6c-5b28a5159516,I16292982,I91357014,2016,2,47
d601a25e-5d3b-4d71-aa65-699b49346b71,672214f6-22a9-4d55-8c6c-5b28a5159516,I887998513,I91357014,2016,2,26
e9cc852d-c229-4457-a316-e8f38255c048,5f90b565-15b8-4035-ab58-963431c3275d,I145894827,I56404289,2016,4,34
e9cc852d-c229-4457-a316-e8f38255c048,672214f6-22a9-4d55-8c6c-5b28a5159516,I145894827,I91357014,2016,2,28
18ae8c5a-a263-4906-9d6a-25bf48ed31e6,672214f6-22a9-4d55-8c6c-5b28a5159516,I171210897,I91357014,2016,4,27
d2ab91c0-a50d-44ef-b03b-6fab30b3d767,0e011302-5676-4cf1-95b3-f0adc82f6893,I280994,I51317819,2016,27,127
d2ab91c0-a50d-44ef-b03b-6fab30b3d767,5f90b565-15b8-4035-ab58-963431c3275d,I280994,I56404289,2016,8,44
e1b3f8dc-6b5d-403e-ac6f-b1a3573c4021,672214f6-22a9-4d55-8c6c-5b28a5159516,I77501641,I91357014,2016,2,30
672214f6-22a9-4d55-8c6c-5b28a5159516,f7c6962b-4442-458c-90b7-eec41137a0d9,I91357014,I98365261,2016,3,17
0e011302-5676-4cf1-95b3-f0adc82f6893,646437d3-b8bf-4df0-933f-437279dffc88,I51317819,I61923386,2016,11,91
5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,672214f6-22a9-4d55-8c6c-5b28a5159516,I878213199,I91357014,2016,3,54
5f90b565-15b8-4035-ab58-963431c3275d,4aeb5e4d-7ee0-4ca2-a8ed-10cf13445ffc,I56404289,I82571370,2016,2,40
4aeb5e4d-7ee0-4ca2-a8ed-10cf13445ffc,672214f6-22a9-4d55-8c6c-5b28a5159516,I82571370,I91357014,2016,3,63
5f71086b-ce24-4741-89c7-c8583ab5948c,672214f6-22a9-4d55-8c6c-5b28a5159516,I8977528,I91357014,2016,3,27
d5b58b79-7727-4cac-b9d6-1735e93b2968,672214f6-22a9-4d55-8c6c-5b28a5159516,I191972202,I91357014,2016,7,68
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,672214f6-22a9-4d55-8c6c-5b28a5159516,I170979836,I91357014,2016,6,20
f755a6a4-7f5e-4286-a36e-f3db5550661d,672214f6-22a9-4d55-8c6c-5b28a5159516,I154851008,I91357014,2016,6,32
bd7fc63e-4dd7-488f-8022-1332b3642dcf,672214f6-22a9-4d55-8c6c-5b28a5159516,I106542073,I91357014,2016,2,22
5f90b565-15b8-4035-ab58-963431c3275d,129be347-f8df-4fd2-b553-37ff0fd31af1,I56404289,I94234084,2016,3,78
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,672214f6-22a9-4d55-8c6c-5b28a5159516,I1317621060,I91357014,2016,4,13
