institution_id,canonical_name,academic_year,research_funding_cr,sponsored_projects,total_expenditure_cr,funding_academic_year,match_score
4aa00129-4c2f-4e57-9053-cbf0c58dd2c1,University of Kashmir,2018-19,18.275,95,,2018-19,1.0
338f6c5e-2956-40cf-80ce-2047521fc9ef,"Birla Institute of Technology, Mesra",2018-19,9.986,40,,2018-19,0.95
8c466cdb-a2a4-4bf0-856f-f28560ed0e3b,Sri Ramachandra Institute of Higher Education and Research,2018-19,12.214,47,,2018-19,1.0
cb1e371e-ffd1-4175-974b-b91e8cbe4ea1,Galgotias University,2018-19,,0,,2018-19,1.0
20a76e3b-d397-44ea-a50b-42ad2940af51,Punjabi University,2018-19,0.004,2,,2018-19,1.0
b2210d61-d364-40bd-abfa-2d7b5023d562,Shivaji University,2018-19,,,,,
81dfed4d-dcca-4b15-8548-b5b5d98fa6c4,SASTRA University,2018-19,19.041,96,,2018-19,0.95
36d17eae-f23d-4896-8bb8-848c7ba25547,Mangalore University,2018-19,,,,,
149ca745-c80a-4eb3-97bd-36ad7d8e4b2b,Christian Medical College,2018-19,18.326,29,,2018-19,1.0
5374b462-1d87-4026-a9dd-901a6e394a62,"Jawaharlal Nehru Technological University, Hyderabad",2018-19,23.989,44,,2018-19,0.95
a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,Karpagam Academy of Higher Education,2018-19,,,,,
73f788c8-33d5-4d60-9d7a-bb3fd5221d14,University of Kerala,2018-19,7.615,85,,2018-19,0.95
e9cc852d-c229-4457-a316-e8f38255c048,Indian Institute of Technology Kharagpur,2019-20,279.408,416,,2019-20,1.05
49837a23-0599-4a35-a43f-15be413cc1a0,Indian Institute of Technology Bombay,2019-20,378.052,1430,,2019-20,1.0
62ed1d2c-52ae-4ba2-8c99-95f009b95972,Indian Institute of Technology Madras,2019-20,390.346,612,,2019-20,1.0
129be347-f8df-4fd2-b553-37ff0fd31af1,Indian Institute of Technology Kanpur,2019-20,250.739,870,,2019-20,1.05
0e3df575-bd15-41f1-821e-51c48763aa57,Indian Institute of Technology Delhi,2019-20,232.705,647,,2019-20,1.0
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,Indian Institute of Technology Guwahati,2019-20,79.55,289,,2019-20,1.05
f755a6a4-7f5e-4286-a36e-f3db5550661d,Indian Institute of Technology Roorkee,2019-20,87.643,177,,2019-20,1.05
d51bcfb2-a187-49fa-9ebd-fd12ae98e331,Indian Institute of Technology Bhubaneswar,2019-20,14.077,135,,2019-20,1.05
c4ff2815-fe99-4fc1-a6c3-402ac6322a76,Indian Institute of Technology Gandhinagar,2019-20,37.186,230,,2019-20,1.05
7553f510-4039-4c36-b5d3-2dd983d9bc70,Indian Institute of Technology Hyderabad,2019-20,52.036,102,,2019-20,1.05
5bcb34a1-ac72-47e1-9dd5-b295d7e8664f,Indian Institute of Technology Jodhpur,2019-20,37.155,269,,2022-23,1.05
ff60ecf0-39c2-4a17-a941-2b03df4ce12b,Indian Institute of Technology Patna,2019-20,11.924,46,,2019-20,1.05
aa83bbde-9db5-4ca5-ab64-f2cec6d6f46f,Indian Institute of Technology Ropar,2019-20,21.273,107,,2019-20,1.0
92004806-cba2-4966-9ebf-9f31bc5a9597,Indian Institute of Technology Indore,2019-20,26.2,320,,2019-20,1.05
e98e91f3-ef30-41ea-b7e9-c708270266ba,Indian Institute of Technology Mandi,2019-20,18.535,171,,2019-20,1.05
5f90b565-15b8-4035-ab58-963431c3275d,Indian Institute of Technology (BHU) Varanasi,2019-20,35.599,209,,2019-20,1.05
f557894b-a324-439c-a6a7-f6d2a87a6bed,Indian Institute of Technology Palakkad,2019-20,4.153,25,,2019-20,1.05
7b3d00a5-49ca-420b-a758-0534ef4fedc2,Indian Institute of Technology Tirupati,2019-20,4.102,21,,2019-20,1.05
6f93f0ad-7358-4fd0-bc47-0a62092ca0ac,Indian Institute of Technology (ISM) Dhanbad,2019-20,38.212,180,,2019-20,1.05
732980be-8d6a-4c03-8a1c-dcd5b939e27f,Indian Institute of Technology Bhilai,2019-20,1.651,16,,2019-20,1.05
a2b7b421-2ef8-4071-80e7-dcafdc7c3ecf,Indian Institute of Technology Goa,2019-20,,,,,
f6a0e07c-58dc-463e-8e04-d8d08a9a7342,Indian Institute of Technology Jammu,2019-20,2.469,20,,2019-20,1.05
1a5bd65a-cf0d-45e2-8735-5434d64998b8,Indian Institute of Technology Dharwad,2019-20,4.4,13,,2019-20,1.05
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,Indian Institute of Science,2019-20,445.295,1236,,2019-20,1.05
2dbad614-cedc-4bdc-a02e-8a66054a8bd9,All India Institute of Medical Sciences,2019-20,117.984,651,,2019-20,0.95
4d6717be-0714-4972-b1d4-571c58d9a46f,University of Delhi,2019-20,50.074,341,,2019-20,1.0
fd56c1b8-3390-4d13-9121-2b061d0b11ac,Vellore Institute of Technology University,2019-20,9.202,105,,2019-20,0.95
672214f6-22a9-4d55-8c6c-5b28a5159516,Banaras Hindu University,2019-20,187.53,472,,2019-20,1.0
47b972a6-fdf5-499c-a99f-fd0fedb15993,Saveetha University,2019-20,1.113,5240,,2019-20,1.0
131f1481-eede-4a15-a738-57b4c90b26ad,Post Graduate Institute of Medical Education and Research,2019-20,0.209,0,,2019-20,0.95
c7f37aac-de96-454a-bf3d-af0ff418e79e,Manipal Academy of Higher Education,2019-20,26.444,407,,2019-20,0.95
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,SRM Institute of Science and Technology,2019-20,,,,,
4a1e94cf-f0b6-4560-ab2c-bd58ab8792ac,University of Rajasthan,2019-20,,,,,
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,Jadavpur University,2019-20,43.539,263,,2019-20,1.0
0e011302-5676-4cf1-95b3-f0adc82f6893,Institute of Medical Sciences,2019-20,8.982,46,,2019-20,1.0
736be13b-21db-4757-bfac-35c77c891892,"Anna University, Chennai",2019-20,36.03,91,,2019-20,0.95
18ae8c5a-a263-4906-9d6a-25bf48ed31e6,Aligarh Muslim University,2019-20,56.372,81,,2019-20,1.05
bd7fc63e-4dd7-488f-8022-1332b3642dcf,University of Calcutta,2019-20,5.589,6,,2019-20,0.95
ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,Academy of Scientific and Innovative Research,2019-20,992.942,1439,,2019-20,1.0
5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,Amrita Vishwa Vidyapeetham,2019-20,25.603,174,,2019-20,1.0
1067ba73-ff68-46c5-b68e-4bf7cda57988,Lovely Professional University,2019-20,4.411,92,,2019-20,1.0
2050b90e-0227-468a-8571-63864a963f7c,Panjab University,2019-20,28.815,164,,2019-20,1.0
5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,Savitribai Phule Pune University,2019-20,56.808,150,,2019-20,1.05
b539f583-d8d6-437c-9ae4-5807681767b9,Tata Institute of Fundamental Research,2019-20,91.841,488,,2019-20,1.0
fef15cf2-3c2a-4059-85a5-f9737b912a4c,Chandigarh University,2019-20,47.628,57,,2019-20,1.0
dc14b8e6-72b8-4c26-bec4-815435b7b8b7,Jawaharlal Nehru University,2019-20,29.418,307,,2019-20,1.0
b49755e6-20af-465e-9c60-82974ede833a,University of Hyderabad,2019-20,35.682,319,,2019-20,1.05
ead97a8a-02d7-4f7b-b0b3-0a56f78257cb,Annamalai University,2019-20,,0,,2019-20,1.0
f03f9fd4-2251-4e13-8c6c-5e3ca946f289,Christ University,2019-20,1.404,25,,2019-20,1.0
d5b58b79-7727-4cac-b9d6-1735e93b2968,Amity University,2019-20,15.114,149,,2019-20,1.0
ac8b1844-88b8-465a-9729-6f0ca11190f9,Chitkara University,2019-20,6.959,19,,2022-23,1.0
3ccdda45-076a-4fcb-af38-2f4b09aa8ccb,Homi Bhabha National Institute,2019-20,150.033,943,,2019-20,1.0
d031820e-53e0-49a4-b0c5-edb3a7724b8a,Graphic Era University,2019-20,13.75,92,,2019-20,1.0
0d8fc077-1885-4fe9-a175-49b042facab9,Indian Statistical Institute,2019-20,7.892,51,,2022-23,0.95
0d9eda01-0613-4077-b69a-93861219bf67,Jamia Millia Islamia,2019-20,48.686,199,,2019-20,1.0
620c0800-344d-45c2-8c05-b0876f7dac8f,"Christian Medical College, Vellore",2019-20,100.03,73,,2019-20,0.95
edf10c4c-ca24-4805-b33c-ddf5428d22ff,National Institute of Technology Rourkela,2019-20,17.683,74,,2019-20,1.05
6f6f6042-e2c5-451a-a92d-2bc27b8fa5e4,Malaviya National Institute of Technology Jaipur,2019-20,7.931,30,,2019-20,0.95
d93978d3-2c97-47c6-8d5a-b6472222104c,"Birla Institute of Technology and Science, Pilani",2019-20,12.901,119,,2019-20,1.0
80153acc-b176-42b7-b0f1-dd40b152084d,University of Madras,2019-20,22.873,216,,2019-20,1.0
5866f537-6318-4586-bf6d-4433c5b4bbf7,National Institute of Technology Tiruchirappalli,2019-20,36.123,48,,2019-20,1.0
529bfa45-38b5-4fa3-ad24-0cdc1a731124,Koneru Lakshmaiah Education Foundation,2019-20,6.831,112,,2019-20,0.95
e53966df-0e1d-4551-bffd-ab1bde3800e4,Symbiosis International University,2019-20,5.539,101,,2019-20,0.95
d8caf76d-8ea5-44f6-939d-e450309d2de1,"Kasturba Medical College, Manipal",2019-20,50.5,255,,2019-20,1.05
48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,KIIT University,2019-20,85.152,98,,2019-20,0.95
4521b7d6-9c9f-41f9-8061-593ae0c361dc,Jain University,2019-20,3.329,26,,2019-20,0.95
04e4f2b0-9883-4fb8-9c64-cb5b49d6b361,Andhra University,2019-20,29.425,53,,2019-20,1.0
4dec3aaa-d6ae-4b77-ac09-50d7bdc68bb2,Sathyabama Institute of Science and Technology,2019-20,18.209,131,,2019-20,1.0
fb160d73-523e-4f2a-8052-11f55f43e268,Pondicherry University,2019-20,9.134,47,,2019-20,1.0
0975bc21-a976-44a9-a251-f0e626168e55,Osmania University,2019-20,66.126,97,,2019-20,1.0
2519526b-e995-469e-ae6f-8385feff245c,SRM University,2019-20,,,,,
1a4bb242-813a-46c1-8f5a-8782d5040d19,University of Mumbai,2019-20,0.06,1,,2022-23,0.95
90352157-ced6-4e2a-b6ef-515ed6cc5aac,Siksha O Anusandhan University,2019-20,7.545,67,,2019-20,0.95
f520daa7-29f5-4b11-b9a4-9b02860351ec,Delhi Technological University,2019-20,8.1,104,,2019-20,1.0
c7c580b5-a5eb-45ec-9dde-854ee5af23c0,Thapar Institute of Engineering & Technology,2019-20,9.301,56,,2019-20,1.0
52ef5836-d1be-4182-9b45-218b36478268,Institute of Chemical Technology,2019-20,31.209,150,,2019-20,1.0
1f4b5eaa-ddfb-448c-8805-4c0936e40f61,Guru Nanak Dev University,2019-20,4.52,53,,2019-20,1.0
c1a7591c-a5be-413d-bcfb-050692c5edef,Tamil Nadu Agricultural University,2019-20,120.774,316,,2019-20,1.0
74aaf314-5e8c-4cde-9333-83e97345070d,Bharathidasan University,2019-20,15.621,55,,2019-20,1.0
d653d230-8e4e-4388-b50b-790fea6d666f,National Institute of Technology Karnataka,2019-20,28.49,200,,2019-20,0.95
0d1ac996-32b9-43ac-8e4f-e44cb90c8c1c,Bharathiar University,2019-20,42.454,153,,2019-20,1.0
b45c2598-3515-4da1-9660-75a5ff4428fa,National Institute of Technology Warangal,2019-20,20.422,135,,2019-20,1.05
5f71086b-ce24-4741-89c7-c8583ab5948c,Dr. Hari Singh Gour University,2019-20,,,,,
d538b33b-7df6-426d-a326-e6336207fb5f,Sri Venkateswara University,2019-20,9.986,15,,2019-20,1.0
eee22ec4-aa39-45b3-95e0-7f6250924a00,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,2019-20,0.911,20,,2022-23,1.0
d2ab91c0-a50d-44ef-b03b-6fab30b3d767,King George's Medical University,2019-20,22.92,247,,2019-20,1.0
7693ea92-ef4b-486f-96c6-89db3749c43e,GITAM University,2019-20,,0,,2019-20,0.95
b20ed218-ebd3-4a6b-a2c8-9bef7907b934,Punjab Agricultural University,2019-20,129.789,571,,2019-20,1.0
104fe323-87bc-48e9-a752-22b34af999bb,University of Lucknow,2019-20,13.543,140,,2022-23,1.05
cb03a5e5-b2f5-4e95-af9f-a170aab03713,Indian Association for the Cultivation of Science,2019-20,,,,,
d601a25e-5d3b-4d71-aa65-699b49346b71,Bharati Vidyapeeth Deemed University,2019-20,12.346,87,,2019-20,1.0
b2d3eebd-0307-42ad-9f36-2a10b73de285,University of Allahabad,2019-20,,,,,
e1b3f8dc-6b5d-403e-ac6f-b1a3573c4021,University of Kalyani,2019-20,,,,,
ac895106-caa3-41c5-8959-084d58f9383c,University of Mysore,2019-20,11.767,110,,2019-20,0.95
282dc4ff-9668-4730-a565-5fc0ae4aa9f3,All India Institute of Medical Sciences Bhopal,2019-20,11.031,76,,2019-20,1.05
d56d1ee4-862c-4274-8441-c2db9590627d,"G.S. Science, Arts And Commerce College",2019-20,,,,,
f7c6962b-4442-458c-90b7-eec41137a0d9,"Indian Institute of Engineering Science and Technology, Shibpur",2019-20,11.197,79,,2019-20,1.0
38518a3c-9425-41d0-8068-2e2332a46de1,All India Institute of Medical Sciences Raipur,2019-20,1.33,30,,2019-20,1.05
e952e5d1-7eb4-40a2-88a2-3dc7118e2255,Cochin University of Science and Technology,2019-20,22.401,120,,2019-20,1.0
8a91aa93-1bba-4381-a03c-d032be364f69,University of Petroleum and Energy Studies,2019-20,0.996,24,,2019-20,0.95
646437d3-b8bf-4df0-933f-437279dffc88,Jawaharlal Institute of Post Graduate Medical Education and Research,2019-20,10.476,70,,2019-20,1.0
a6628147-0d10-4564-bae9-b8be8be7cd21,Sardar Vallabhbhai National Institute of Technology Surat,2019-20,4.081,77,,2019-20,0.95
c9e12928-adad-470b-bcc3-a64f958bd34b,Central University of Rajasthan,2019-20,0.398,9,,2019-20,1.0
8f79bb14-2687-41a1-a556-23a0a56f5210,Presidency University,2019-20,,,,,
9657935b-6b9b-4504-9bec-eb245e65da0f,Government Medical College,2019-20,,0,,2019-20,1.05
a216703f-5b10-44cb-8fe0-11f6ff1cd1bd,National Institute of Technology Durgapur,2019-20,10.995,94,,2019-20,1.05
5cb3587e-a197-4ece-8d45-9f364c87990f,Jamia Hamdard,2019-20,13.248,66,,2019-20,1.0
4aeb5e4d-7ee0-4ca2-a8ed-10cf13445ffc,GLA University,2019-20,,,,,
4aa00129-4c2f-4e57-9053-cbf0c58dd2c1,University of Kashmir,2019-20,36.405,84,,2019-20,1.0
338f6c5e-2956-40cf-80ce-2047521fc9ef,"Birla Institute of Technology, Mesra",2019-20,12.97,28,,2019-20,0.95
8c466cdb-a2a4-4bf0-856f-f28560ed0e3b,Sri Ramachandra Institute of Higher Education and Research,2019-20,14.394,82,,2019-20,1.0
cb1e371e-ffd1-4175-974b-b91e8cbe4ea1,Galgotias University,2019-20,0.029,9,,2019-20,1.0
20a76e3b-d397-44ea-a50b-42ad2940af51,Punjabi University,2019-20,0.288,1,,2019-20,1.0
b2210d61-d364-40bd-abfa-2d7b5023d562,Shivaji University,2019-20,,,,,
81dfed4d-dcca-4b15-8548-b5b5d98fa6c4,SASTRA University,2019-20,17.996,114,,2019-20,0.95
36d17eae-f23d-4896-8bb8-848c7ba25547,Mangalore University,2019-20,,,,,
149ca745-c80a-4eb3-97bd-36ad7d8e4b2b,Christian Medical College,2019-20,11.311,23,,2019-20,1.0
5374b462-1d87-4026-a9dd-901a6e394a62,"Jawaharlal Nehru Technological University, Hyderabad",2019-20,21.976,96,,2019-20,0.95
a281fcbb-f4c9-4634-9e3a-a1aa7b0c9321,Karpagam Academy of Higher Education,2019-20,,,,,
73f788c8-33d5-4d60-9d7a-bb3fd5221d14,University of Kerala,2019-20,6.025,81,,2019-20,0.95
e9cc852d-c229-4457-a316-e8f38255c048,Indian Institute of Technology Kharagpur,2020-21,102.707,913,,2020-21,1.05
49837a23-0599-4a35-a43f-15be413cc1a0,Indian Institute of Technology Bombay,2020-21,315.355,1565,,2020-21,1.0
62ed1d2c-52ae-4ba2-8c99-95f009b95972,Indian Institute of Technology Madras,2020-21,401.062,784,,2020-21,1.0
129be347-f8df-4fd2-b553-37ff0fd31af1,Indian Institute of Technology Kanpur,2020-21,268.25,892,,2020-21,1.05
0e3df575-bd15-41f1-821e-51c48763aa57,Indian Institute of Technology Delhi,2020-21,266.388,602,,2020-21,1.0
bb26b384-ecf2-4f86-8b53-dd74d42d8f05,Indian Institute of Technology Guwahati,2020-21,196.44,293,,2020-21,1.05
f755a6a4-7f5e-4286-a36e-f3db5550661d,Indian Institute of Technology Roorkee,2020-21,70.08,148,,2020-21,1.05
d51bcfb2-a187-49fa-9ebd-fd12ae98e331,Indian Institute of Technology Bhubaneswar,2020-21,10.418,155,,2020-21,1.05
c4ff2815-fe99-4fc1-a6c3-402ac6322a76,Indian Institute of Technology Gandhinagar,2020-21,30.418,255,,2020-21,1.05
7553f510-4039-4c36-b5d3-2dd983d9bc70,Indian Institute of Technology Hyderabad,2020-21,72.258,123,,2020-21,1.05
5bcb34a1-ac72-47e1-9dd5-b295d7e8664f,Indian Institute of Technology Jodhpur,2020-21,26.779,142,,2020-21,1.05
ff60ecf0-39c2-4a17-a941-2b03df4ce12b,Indian Institute of Technology Patna,2020-21,9.981,38,,2020-21,1.05
aa83bbde-9db5-4ca5-ab64-f2cec6d6f46f,Indian Institute of Technology Ropar,2020-21,37.403,125,,2020-21,1.0
92004806-cba2-4966-9ebf-9f31bc5a9597,Indian Institute of Technology Indore,2020-21,25.633,353,,2020-21,1.05
e98e91f3-ef30-41ea-b7e9-c708270266ba,Indian Institute of Technology Mandi,2020-21,10.431,161,,2020-21,1.05
5f90b565-15b8-4035-ab58-963431c3275d,Indian Institute of Technology (BHU) Varanasi,2020-21,28.996,219,,2020-21,1.05
f557894b-a324-439c-a6a7-f6d2a87a6bed,Indian Institute of Technology Palakkad,2020-21,10.485,20,,2020-21,1.05
7b3d00a5-49ca-420b-a758-0534ef4fedc2,Indian Institute of Technology Tirupati,2020-21,3.63,18,,2020-21,1.05
6f93f0ad-7358-4fd0-bc47-0a62092ca0ac,Indian Institute of Technology (ISM) Dhanbad,2020-21,25.719,135,,2020-21,1.05
732980be-8d6a-4c03-8a1c-dcd5b939e27f,Indian Institute of Technology Bhilai,2020-21,4.103,38,,2020-21,1.05
a2b7b421-2ef8-4071-80e7-dcafdc7c3ecf,Indian Institute of Technology Goa,2020-21,,,,,
f6a0e07c-58dc-463e-8e04-d8d08a9a7342,Indian Institute of Technology Jammu,2020-21,4.44,26,,2020-21,1.05
1a5bd65a-cf0d-45e2-8735-5434d64998b8,Indian Institute of Technology Dharwad,2020-21,2.6,10,,2020-21,1.05
6fb57ff7-f044-4eb9-b7d6-bebdef022df4,Indian Institute of Science,2020-21,525.722,1594,,2020-21,1.05
2dbad614-cedc-4bdc-a02e-8a66054a8bd9,All India Institute of Medical Sciences,2020-21,103.376,618,,2020-21,0.95
4d6717be-0714-4972-b1d4-571c58d9a46f,University of Delhi,2020-21,55.939,434,,2020-21,1.0
fd56c1b8-3390-4d13-9121-2b061d0b11ac,Vellore Institute of Technology University,2020-21,11.704,105,,2020-21,0.95
672214f6-22a9-4d55-8c6c-5b28a5159516,Banaras Hindu University,2020-21,157.373,459,,2020-21,1.0
47b972a6-fdf5-499c-a99f-fd0fedb15993,Saveetha University,2020-21,8.923,6270,,2020-21,1.0
131f1481-eede-4a15-a738-57b4c90b26ad,Post Graduate Institute of Medical Education and Research,2020-21,1.989,112,,2020-21,0.95
c7f37aac-de96-454a-bf3d-af0ff418e79e,Manipal Academy of Higher Education,2020-21,23.254,383,,2020-21,0.95
93e1f5b3-3c8f-4e18-a29b-afa586e5d865,SRM Institute of Science and Technology,2020-21,,,,,
4a1e94cf-f0b6-4560-ab2c-bd58ab8792ac,University of Rajasthan,2020-21,,,,,
6627a151-3a0d-44f3-adf4-d5255e5a4cc9,Jadavpur University,2020-21,90.697,294,,2020-21,1.0
0e011302-5676-4cf1-95b3-f0adc82f6893,Institute of Medical Sciences,2020-21,11.404,52,,2020-21,1.0
736be13b-21db-4757-bfac-35c77c891892,"Anna University, Chennai",2020-21,38.557,84,,2020-21,0.95
18ae8c5a-a263-4906-9d6a-25bf48ed31e6,Aligarh Muslim University,2020-21,39.021,138,,2020-21,1.05
bd7fc63e-4dd7-488f-8022-1332b3642dcf,University of Calcutta,2020-21,2.956,7,,2020-21,0.95
ae9d1da9-8ea6-45ab-ab98-70e36ba8a21b,Academy of Scientific and Innovative Research,2020-21,997.761,1633,,2020-21,1.0
5aa5a4ff-8b68-4a33-87ae-4dce4f3d4a91,Amrita Vishwa Vidyapeetham,2020-21,111.363,140,,2020-21,1.0
1067ba73-ff68-46c5-b68e-4bf7cda57988,Lovely Professional University,2020-21,6.151,52,,2020-21,1.0
2050b90e-0227-468a-8571-63864a963f7c,Panjab University,2020-21,27.279,188,,2020-21,1.0
5bc14c1f-47f1-4ec9-89ba-e678e7ee486c,Savitribai Phule Pune University,2020-21,30.5,95,,2020-21,1.05
b539f583-d8d6-437c-9ae4-5807681767b9,Tata Institute of Fundamental Research,2020-21,145.913,548,,2020-21,1.0
fef15cf2-3c2a-4059-85a5-f9737b912a4c,Chandigarh University,2020-21,53.927,71,,2020-21,1.0
dc14b8e6-72b8-4c26-bec4-815435b7b8b7,Jawaharlal Nehru University,2020-21,21.79,302,,2020-21,1.0
b49755e6-20af-465e-9c60-82974ede833a,University of Hyderabad,2020-21,39.3,398,,2020-21,1.05
ead97a8a-02d7-4f7b-b0b3-0a56f78257cb,Annamalai University,2020-21,,0,,2020-21,1.0
f03f9fd4-2251-4e13-8c6c-5e3ca946f289,Christ University,2020-21,2.007,22,,2020-21,1.0
d5b58b79-7727-4cac-b9d6-1735e93b2968,Amity University,2020-21,13.701,101,,2020-21,1.0
ac8b1844-88b8-465a-9729-6f0ca11190f9,Chitkara University,2020-21,15.445,38,,2020-21,1.0
3ccdda45-076a-4fcb-af38-2f4b09aa8ccb,Homi Bhabha National Institute,2020-21,288.907,956,,2020-21,1.0
d031820e-53e0-49a4-b0c5-edb3a7724b8a,Graphic Era University,2020-21,3.969,43,,2020-21,1.0
0d8fc077-1885-4fe9-a175-49b042facab9,Indian Statistical Institute,2020-21,12.016,55,,2020-21,0.95
0d9eda01-0613-4077-b69a-93861219bf67,Jamia Millia Islamia,2020-21,65.767,141,,2020-21,1.0
620c0800-344d-45c2-8c05-b0876f7dac8f,"Christian Medical College, Vellore",2020-21,65.005,61,,2020-21,0.95
edf10c4c-ca24-4805-b33c-ddf5428d22ff,National Institute of Technology Rourkela,2020-21,16.158,51,,2020-21,1.05
6f6f6042-e2c5-451a-a92d-2bc27b8fa5e4,Malaviya National Institute of Technology Jaipur,2020-21,7.456,23,,2020-21,0.95
d93978d3-2c97-47c6-8d5a-b6472222104c,"Birla Institute of Technology and Science, Pilani",2020-21,21.454,112,,2020-21,1.0
80153acc-b176-42b7-b0f1-dd40b152084d,University of Madras,2020-21,28.223,89,,2020-21,1.0
5866f537-6318-4586-bf6d-4433c5b4bbf7,National Institute of Technology Tiruchirappalli,2020-21,19.747,24,,2020-21,1.0
529bfa45-38b5-4fa3-ad24-0cdc1a731124,Koneru Lakshmaiah Education Foundation,2020-21,7.407,142,,2020-21,0.95
e53966df-0e1d-4551-bffd-ab1bde3800e4,Symbiosis International University,2020-21,5.9,82,,2020-21,0.95
d8caf76d-8ea5-44f6-939d-e450309d2de1,"Kasturba Medical College, Manipal",2020-21,38.489,135,,2020-21,1.05
48e9b5fb-0b5b-42f0-a98b-cbc31d34b300,KIIT University,2020-21,10.35,101,,2020-21,0.95
4521b7d6-9c9f-41f9-8061-593ae0c361dc,Jain University,2020-21,2.907,16,,2020-21,0.95
04e4f2b0-9883-4fb8-9c64-cb5b49d6b361,Andhra University,2020-21,31.943,55,,2020-21,1.0
4dec3aaa-d6ae-4b77-ac09-50d7bdc68bb2,Sathyabama Institute of Science and Technology,2020-21,19.354,135,,2020-21,1.0
fb160d73-523e-4f2a-8052-11f55f43e268,Pondicherry University,2020-21,6.285,35,,2020-21,1.0
0975bc21-a976-44a9-a251-f0e626168e55,Osmania University,2020-21,55.22,88,,2020-21,1.0
2519526b-e995-469e-ae6f-8385feff245c,SRM University,2020-21,,,,,
1a4bb242-813a-46c1-8f5a-8782d5040d19,University of Mumbai,2020-21,0.015,1,,2020-21,0.95
90352157-ced6-4e2a-b6ef-515ed6cc5aac,Siksha O Anusandhan University,2020-21,10.104,104,,2020-21,0.95
f520daa7-29f5-4b11-b9a4-9b02860351ec,Delhi Technological University,2020-21,9.657,31,,2020-21,1.0
c7c580b5-a5eb-45ec-9dde-854ee5af23c0,Thapar Institute of Engineering & Technology,2020-21,8.48,66,,2020-21,1.0
52ef5836-d1be-4182-9b45-218b36478268,Institute of Chemical Technology,2020-21,25.266,114,,2020-21,1.0
1f4b5eaa-ddfb-448c-8805-4c0936e40f61,Guru Nanak Dev University,2020-21,17.499,72,,2020-21,1.0
c1a7591c-a5be-413d-bcfb-050692c5edef,Tamil Nadu Agricultural University,2020-21,95.397,262,,2020-21,1.0
74aaf314-5e8c-4cde-9333-83e97345070d,Bharathidasan University,2020-21,29.395,41,,2020-21,1.0
d653d230-8e4e-4388-b50b-790fea6d666f,National Institute of Technology Karnataka,2020-21,46.061,226,,2020-21,0.95
0d1ac996-32b9-43ac-8e4f-e44cb90c8c1c,Bharathiar University,2020-21,27.657,121,,2020-21,1.0
b45c2598-3515-4da1-9660-75a5ff4428fa,National Institute of Technology Warangal,2020-21,7.357,64,,2020-21,1.05
5f71086b-ce24-4741-89c7-c8583ab5948c,Dr. Hari Singh Gour University,2020-21,,,,,
d538b33b-7df6-426d-a326-e6336207fb5f,Sri Venkateswara University,2020-21,45.614,35,,2020-21,1.0
eee22ec4-aa39-45b3-95e0-7f6250924a00,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,2020-21,0.923,22,,2020-21,1.0
d2ab91c0-a50d-44ef-b03b-6fab30b3d767,King George's Medical University,2020-21,32.849,237,,2020-21,1.0
7693ea92-ef4b-486f-96c6-89db3749c43e,GITAM University,2020-21,,0,,2020-21,0.95
b20ed218-ebd3-4a6b-a2c8-9bef7907b934,Punjab Agricultural University,2020-21,124.462,545,,2020-21,1.0
104fe323-87bc-48e9-a752-22b34af999bb,University of Lucknow,2020-21,8.326,79,,2020-21,1.05
cb03a5e5-b2f5-4e95-af9f-a170aab03713,Indian Association for the Cultivation of Science,2020-21,,,,,
d601a25e-5d3b-4d71-aa65-699b49346b71,Bharati Vidyapeeth Deemed University,2020-21,16.43,93,,2020-21,1.0
b2d3eebd-0307-42ad-9f36-2a10b73de285,University of Allahabad,2020-21,,,,,
e1b3f8dc-6b5d-403e-ac6f-b1a3573c4021,University of Kalyani,2020-21,,,,,
ac895106-caa3-41c5-8959-084d58f9383c,University of Mysore,2020-21,11.543,41,,2020-21,0.95
282dc4ff-9668-4730-a565-5fc0ae4aa9f3,All India Institute of Medical Sciences Bhopal,2020-21,4.549,88,,2020-21,1.05
d56d1ee4-862c-4274-8441-c2db9590627d,"G.S. Science, Arts And Commerce College",2020-21,,,,,
f7c6962b-4442-458c-90b7-eec41137a0d9,"Indian Institute of Engineering Science and Technology, Shibpur",2020-21,7.644,43,,2020-21,1.0
38518a3c-9425-41d0-8068-2e2332a46de1,All India Institute of Medical Sciences Raipur,2020-21,13.433,128,,2020-21,1.05
e952e5d1-7eb4-40a2-88a2-3dc7118e2255,Cochin University of Science and Technology,2020-21,17.179,73,,2020-21,1.0
8a91aa93-1bba-4381-a03c-d032be364f69,University of Petroleum and Energy Studies,2020-21,2.56,13,,2020-21,0.95
